"";"REFSEQ_MRNA";"logFC"
"ILMN_1712999";"XM_936233";NA
"ILMN_1783469";"XM_936354";NA
"ILMN_1815303";"XM_936354";NA
"ILMN_1724230";"XM_943005";NA
"ILMN_1679867";"XM_001127807";NA
"ILMN_1786382";"XM_926013";NA
"ILMN_1757084";"XM_926158";NA
"ILMN_3202093";"XM_001717781";NA
"ILMN_1796206";"XM_926130";NA
"ILMN_1742269";"XM_931518";NA
"ILMN_1655244";"XM_926382";NA
"ILMN_1709768";"XM_926800";NA
"ILMN_1778505";"XM_926193";NA
"ILMN_3279960";"XR_038731";NA
"ILMN_1695034";"XR_018564";NA
"ILMN_3289352";"XR_016385";NA
"ILMN_1688246";"XM_926249";NA
"ILMN_3291986";"XM_001717715";NA
"ILMN_1669057";"XM_927226";NA
"ILMN_2049343";"NM_001039895";NA
"ILMN_1667110";"XM_926345";NA
"ILMN_1655710";"XM_926370";NA
"ILMN_1719072";"XM_931238";NA
"ILMN_1739263";"XM_928180";NA
"ILMN_1766539";"XM_927980";NA
"ILMN_1760338";"XM_926688";NA
"ILMN_3201480";"XR_038953";NA
"ILMN_1749304";"XM_926721";NA
"ILMN_1702519";"XM_926789";NA
"ILMN_1759872";"XM_928156";NA
"ILMN_1807492";"XR_019339";NA
"ILMN_3291352";"XR_017181";NA
"ILMN_1702198";"XM_927071";NA
"ILMN_3283141";"XM_001719265";NA
"ILMN_3208542";"XM_001721898";NA
"ILMN_1671800";"XM_931911";NA
"ILMN_1674694";"XM_933328";NA
"ILMN_1745599";"XM_932991";NA
"ILMN_3211463";"XR_038280";NA
"ILMN_3274351";"XR_017337";NA
"ILMN_1701753";"XR_016547";NA
"ILMN_3237291";"XR_017531";NA
"ILMN_3209117";"XR_017064";NA
"ILMN_1654320";"XM_929199";NA
"ILMN_3210817";"XR_038816";NA
"ILMN_3282844";"XM_937892";NA
"ILMN_1707181";"XM_927460";NA
"ILMN_3209676";"XR_017529";NA
"ILMN_3288218";"XR_038829";NA
"ILMN_1764163";"XR_017492";NA
"ILMN_1654187";"XM_927518";NA
"ILMN_3278906";"XR_038490";NA
"ILMN_1664233";"XM_927705";NA
"ILMN_3201843";"XR_038543";NA
"ILMN_3280667";"XR_042317";NA
"ILMN_3236774";"XM_001714993";NA
"ILMN_1788142";"XM_927749";NA
"ILMN_1812250";"XM_932279";NA
"ILMN_1710177";"XM_497182";NA
"ILMN_1651737";"XM_927788";NA
"ILMN_1725750";"XM_932310";NA
"ILMN_1661743";"XM_932354";NA
"ILMN_1682664";"XM_927905";NA
"ILMN_1727165";"XM_934218";NA
"ILMN_1665571";"XM_932470";NA
"ILMN_3282768";"XR_018556";NA
"ILMN_1664959";"XM_927971";NA
"ILMN_3241051";"NM_001090027";NA
"ILMN_3248833";"NM_001093732";NA
"ILMN_3235221";"NR_004845";NA
"ILMN_3209317";"XR_040201";NA
"ILMN_3209180";"XR_039085";NA
"ILMN_3290100";"XR_016770";NA
"ILMN_3237991";"XM_001129441";NA
"ILMN_3279322";"XR_017157";NA
"ILMN_3215381";"XR_017268";NA
"ILMN_1728059";"XM_928275";NA
"ILMN_3251327";"XM_932802";NA
"ILMN_1665333";"XM_928393";NA
"ILMN_1723935";"XM_928404";NA
"ILMN_1748309";"XM_932676";NA
"ILMN_1720745";"XM_928427";NA
"ILMN_3218820";"XR_016424";NA
"ILMN_1800416";"XM_932886";NA
"ILMN_3213185";"XM_939733";NA
"ILMN_3289685";"XM_939733";NA
"ILMN_1744302";"XM_928514";NA
"ILMN_3285959";"XR_039410";NA
"ILMN_1724197";"XM_928579";NA
"ILMN_3207764";"XM_001717018";NA
"ILMN_1753925";"XM_928619";NA
"ILMN_3279092";"XM_936790";NA
"ILMN_3197767";"XM_928701";NA
"ILMN_3210885";"XM_001716167";NA
"ILMN_3213573";"XR_017484";NA
"ILMN_3216298";"XM_001724973";NA
"ILMN_1711156";"XM_928866";NA
"ILMN_3291705";"XR_017572";NA
"ILMN_1671935";"XM_377879";NA
"ILMN_1692916";"XM_933437";NA
"ILMN_3243351";"XR_016124";NA
"ILMN_3250427";"XR_042488";NA
"ILMN_1699806";"XM_929353";NA
"ILMN_1669605";"XM_929546";NA
"ILMN_1730791";"XM_929735";NA
"ILMN_3199655";"XR_017249";NA
"ILMN_1654915";"XM_929738";NA
"ILMN_3283742";"XR_018651";NA
"ILMN_3288755";"XR_018782";NA
"ILMN_3287093";"XR_017610";NA
"ILMN_3275033";"XR_018596";NA
"ILMN_1693225";"XM_929859";NA
"ILMN_1662370";"XM_929868";NA
"ILMN_1714499";"XM_929880";NA
"ILMN_3216979";"XR_038871";NA
"ILMN_3282395";"XR_038853";NA
"ILMN_1761922";"XM_930029";NA
"ILMN_3203656";"XM_001715324";NA
"ILMN_3219631";"XR_018838";NA
"ILMN_3290800";"XR_017490";NA
"ILMN_3246292";"NM_001093758";NA
"ILMN_1774779";"XR_017692";NA
"ILMN_3283573";"XR_017675";NA
"ILMN_3275590";"XR_019555";NA
"ILMN_1658911";"XR_019572";NA
"ILMN_1652230";"XM_936430";NA
"ILMN_1784554";"XM_936461";NA
"ILMN_3208881";"XM_001732865";NA
"ILMN_1805701";"XM_942917";NA
"ILMN_1674710";"XM_943393";NA
"ILMN_1693740";"XM_943048";NA
"ILMN_1656767";"XM_943585";NA
"ILMN_1764654";"XM_937048";NA
"ILMN_1720249";"XM_937107";NA
"ILMN_1672367";"XM_937430";NA
"ILMN_1687058";"XM_937544";NA
"ILMN_1773819";"XM_944232";NA
"ILMN_1726667";"XM_937706";NA
"ILMN_3286925";"XR_042388";NA
"ILMN_1731248";"XM_937787";NA
"ILMN_3246850";"XR_039144";NA
"ILMN_1792165";"XM_937817";NA
"ILMN_3236904";"NR_024438";NA
"ILMN_3211857";"XM_937902";NA
"ILMN_1677691";"XM_940430";NA
"ILMN_3274790";"XM_001720571";NA
"ILMN_1661470";"XM_943512";NA
"ILMN_1737497";"XM_941706";NA
"ILMN_1655190";"XM_944547";NA
"ILMN_1651680";"XR_019269";NA
"ILMN_1654493";"XM_939742";NA
"ILMN_1741259";"XM_941676";NA
"ILMN_1800575";"XM_938322";NA
"ILMN_3244579";"XM_001723218";NA
"ILMN_3282786";"XR_018634";NA
"ILMN_1738936";"XM_938436";NA
"ILMN_3278754";"XM_001720790";NA
"ILMN_1729421";"XM_941963";NA
"ILMN_3246097";"XM_938903";NA
"ILMN_1725204";"XM_943964";NA
"ILMN_1778381";"XM_941861";NA
"ILMN_1661172";"XM_939124";NA
"ILMN_1671992";"XM_945833";NA
"ILMN_1660775";"XR_018707";NA
"ILMN_1673844";"XM_944120";NA
"ILMN_1692116";"XM_939410";NA
"ILMN_1675852";"XM_937285";NA
"ILMN_1661255";"XM_946003";NA
"ILMN_1694708";"XM_944786";NA
"ILMN_1803510";"XM_939893";NA
"ILMN_1783156";"XM_939919";NA
"ILMN_1782417";"XM_944489";NA
"ILMN_1795897";"XM_940197";NA
"ILMN_1679587";"XM_940333";NA
"ILMN_1753518";"XM_940688";NA
"ILMN_1665948";"XM_940995";NA
"ILMN_1679920";"XM_941155";NA
"ILMN_1790971";"XM_941748";NA
"ILMN_1708605";"XM_941942";NA
"ILMN_1666564";"XM_941950";NA
"ILMN_1805342";"XM_942185";NA
"ILMN_1694767";"XM_942297";NA
"ILMN_3238359";"XM_001719783";NA
"ILMN_1788237";"XM_942384";NA
"ILMN_1800131";"XM_942509";NA
"ILMN_2074575";"XM_942532";NA
"ILMN_3293182";"XM_942635";NA
"ILMN_1763209";"XM_930620";NA
"ILMN_1759870";"XM_930921";NA
"ILMN_1660343";"XM_930884";NA
"ILMN_1814039";"XM_930995";NA
"ILMN_1781251";"XM_926415";NA
"ILMN_1720438";"NM_001093761";NA
"ILMN_1662158";"XM_926208";NA
"ILMN_3278157";"XM_001718864";NA
"ILMN_1715702";"XM_926322";NA
"ILMN_1670378";"XM_935633";NA
"ILMN_1651899";"NM_001080544";NA
"ILMN_1703233";"XM_930107";NA
"ILMN_1806631";"XM_927177";NA
"ILMN_3235803";"XM_001714697";NA
"ILMN_1711073";"XM_934113";NA
"ILMN_1776260";"XM_927767";NA
"ILMN_1780382";"XM_934796";NA
"ILMN_1720819";"XM_934796";NA
"ILMN_2408645";"NM_001080536";NA
"ILMN_1664706";"XM_497711";NA
"ILMN_1695435";"XM_928387";NA
"ILMN_1772292";"XM_933660";NA
"ILMN_1659405";"XM_938755";NA
"ILMN_1707434";"XM_929667";NA
"ILMN_1743476";"XM_935802";NA
"ILMN_1674014";"XM_936223";NA
"ILMN_1690145";"XM_943615";NA
"ILMN_1729832";"XM_944439";NA
"ILMN_1666332";"XM_944653";NA
"ILMN_1805726";"XM_942086";NA
"ILMN_1655517";"XM_938812";NA
"ILMN_1666939";"XM_945982";NA
"ILMN_1657022";"XM_940438";NA
"ILMN_1761474";"XM_942687";NA
"ILMN_1755808";"XM_942669";NA
"ILMN_2056002";"NR_003144";NA
"ILMN_1800786";"XM_001124642";NA
"ILMN_1655093";"XM_001126273";NA
"ILMN_3241644";"NM_001105536";NA
"ILMN_3212373";"XR_039632";NA
"ILMN_3206390";"XR_041978";NA
"ILMN_1768558";"XM_001125941";NA
"ILMN_3200362";"XM_001719071";NA
"ILMN_1787823";"XM_001126216";NA
"ILMN_3235613";"XM_001126888";NA
"ILMN_3239603";"XM_001714069";NA
"ILMN_3237419";"XR_036910";NA
"ILMN_3292056";"XR_015259";NA
"ILMN_3235036";"NR_003671";NA
"ILMN_3231881";"XM_001126659";NA
"ILMN_1814589";"XR_015190";NA
"ILMN_3209631";"XR_015272";NA
"ILMN_1668743";"XM_001128421";NA
"ILMN_3287244";"XM_001716499";NA
"ILMN_3214686";"XM_001128282";NA
"ILMN_3218003";"XM_001126676";NA
"ILMN_3247895";"XM_001126103";NA
"ILMN_3284607";"XR_037075";NA
"ILMN_1785919";"XM_001128450";NA
"ILMN_3210578";"XM_001128351";NA
"ILMN_3304555";"XR_015322";NA
"ILMN_3228639";"XR_015499";NA
"ILMN_1770498";"XM_001128030";NA
"ILMN_3241919";"XM_001128973";NA
"ILMN_1722223";"XM_001130826";NA
"ILMN_3249419";"XR_037027";NA
"ILMN_3233589";"XR_039554";NA
"ILMN_1816925";"XM_001126087";NA
"ILMN_3301974";"XM_001127563";NA
"ILMN_1718934";"XM_001127568";NA
"ILMN_3298511";"XR_041703";NA
"ILMN_3225505";"XR_015414";NA
"ILMN_3299407";"XR_041708";NA
"ILMN_1790819";"XM_001129672";NA
"ILMN_3305899";"XR_039595";NA
"ILMN_3304519";"XR_038296";NA
"ILMN_3301065";"XM_001725160";NA
"ILMN_3226875";"XM_001131826";NA
"ILMN_3305993";"XR_039532";NA
"ILMN_3232828";"XR_037241";NA
"ILMN_3249707";"XM_001128586";NA
"ILMN_1824898";"XM_001127710";NA
"ILMN_3223317";"XR_042090";NA
"ILMN_3224907";"XR_015580";NA
"ILMN_3305628";"XR_039547";NA
"ILMN_3228108";"XR_015773";NA
"ILMN_3302350";"XR_037362";NA
"ILMN_3225586";"XR_038331";NA
"ILMN_1686401";"XR_015689";NA
"ILMN_2134855";"NM_001080853";NA
"ILMN_3298266";"XM_001129390";NA
"ILMN_3305508";"XM_001128458";NA
"ILMN_3234664";"XM_001128459";NA
"ILMN_3225634";"XM_001720625";NA
"ILMN_3221828";"XR_015650";NA
"ILMN_3305169";"XM_001719546";NA
"ILMN_1667970";"XM_001128769";NA
"ILMN_3234142";"NR_024510";NA
"ILMN_3236898";"XR_015891";NA
"ILMN_3223500";"XM_001128866";NA
"ILMN_3236935";"XR_015892";NA
"ILMN_1665601";"XM_001128859";NA
"ILMN_3220470";"XM_001128938";NA
"ILMN_3227315";"XR_042330";NA
"ILMN_1809173";"XR_015834";NA
"ILMN_3239217";"XR_042044";NA
"ILMN_3225577";"XM_001129200";NA
"ILMN_3297455";"XR_040993";NA
"ILMN_3230435";"XM_001129280";NA
"ILMN_3220718";"XM_001129280";NA
"ILMN_3300797";"XR_015449";NA
"ILMN_3298410";"XM_001133026";NA
"ILMN_1722397";"XM_001129423";NA
"ILMN_3299579";"XR_038876";NA
"ILMN_3304003";"XR_039643";NA
"ILMN_3301033";"XR_015483";NA
"ILMN_1797704";"XR_015937";NA
"ILMN_3306725";"XR_015556";NA
"ILMN_3225843";"XR_039124";NA
"ILMN_3301468";"XR_041500";NA
"ILMN_3227992";"XM_001133570";NA
"ILMN_1911500";"XM_001133821";NA
"ILMN_3239946";"NR_024252";NA
"ILMN_3225938";"XM_001721328";NA
"ILMN_3229606";"XR_037672";NA
"ILMN_3244192";"XM_001723745";NA
"ILMN_1719694";"XM_001133842";NA
"ILMN_3225304";"XR_039116";NA
"ILMN_3225358";"XM_001721929";NA
"ILMN_3298829";"XM_001131805";NA
"ILMN_3300198";"XM_001130700";NA
"ILMN_2180519";"NR_003288";NA
"ILMN_3246219";"XM_001716155";NA
"ILMN_3226618";"XR_016012";NA
"ILMN_1691106";"XM_001131055";NA
"ILMN_3305475";"XM_001725700";NA
"ILMN_3228595";"XR_016076";NA
"ILMN_3226301";"XM_001722176";NA
"ILMN_3302905";"XM_001722176";NA
"ILMN_3298129";"XM_001715603";NA
"ILMN_3303673";"XR_040869";NA
"ILMN_3222425";"XR_040870";NA
"ILMN_3227250";"XR_015717";NA
"ILMN_3301440";"XR_039077";NA
"ILMN_3238511";"XR_041245";NA
"ILMN_3301677";"XM_001714306";NA
"ILMN_3225673";"XM_001126170";NA
"ILMN_1698512";"XM_001132263";NA
"ILMN_3304850";"XR_041280";NA
"ILMN_3303101";"XR_039686";NA
"ILMN_3225309";"XR_041791";NA
"ILMN_3299929";"XM_001715647";NA
"ILMN_1704014";"XM_001134398";NA
"ILMN_3299447";"XR_015914";NA
"ILMN_3222402";"XR_037181";NA
"ILMN_3237656";"XM_001720253";NA
"ILMN_1662130";"XM_001128149";NA
"ILMN_3238048";"XM_001722095";NA
"ILMN_1882764";"XM_001131842";NA
"ILMN_3234116";"XM_001133471";NA
"ILMN_1689327";"XR_015150";NA
"ILMN_1827283";"XM_001128267";NA
"ILMN_1748767";"XM_001128558";NA
"ILMN_1747771";"XM_001129080";NA
"ILMN_3241462";"NM_001093779";NA
"ILMN_1720695";"XR_015587";NA
"ILMN_3302499";"XM_001722060";NA
"ILMN_3301585";"XR_038168";NA
"ILMN_3245287";"XM_001128895";NA
"ILMN_1785756";"XM_001129173";NA
"ILMN_1661174";"XM_001133089";NA
"ILMN_1703102";"XR_015950";NA
"ILMN_3235143";"NR_024441";NA
"ILMN_3233239";"XM_001722670";NA
"ILMN_3303295";"XR_016043";NA
"ILMN_1700025";"XR_015684";NA
"ILMN_1653182";"XM_001131976";NA
"ILMN_1724017";"XM_001133884";NA
"ILMN_3240226";"NR_015357";NA
"ILMN_1796923";"NM_030941";NA
"ILMN_1737561";"NM_033111";NA
"ILMN_2219618";"NR_002773";NA
"ILMN_3224758";"XR_018705";NA
"ILMN_2187058";"NM_138402";NA
"ILMN_2216265";"NM_031490";NA
"ILMN_1720452";"NM_001031855";NA
"ILMN_1702171";"NM_024830";NA
"ILMN_2123312";"NM_022350";NA
"ILMN_1652160";"NM_006726";NA
"ILMN_2157075";"NM_002319";NA
"ILMN_1805228";"NM_052972";NA
"ILMN_1654099";"NM_014813";NA
"ILMN_2075757";"NM_153377";NA
"ILMN_2075892";"NM_002335";NA
"ILMN_1755383";"NM_018214";NA
"ILMN_1736730";"NM_017640";NA
"ILMN_3244461";"NM_017640";NA
"ILMN_1795055";"NM_030891";NA
"ILMN_1783673";"NM_014834";NA
"ILMN_2393693";"NR_002940";NA
"ILMN_3245600";"NR_015341";NA
"ILMN_1786259";"NM_018509";NA
"ILMN_1739840";"NM_019594";NA
"ILMN_1763409";"NM_018103";NA
"ILMN_2384807";"NM_033402";NA
"ILMN_3237645";"NM_145309";NA
"ILMN_1739154";"NM_002338";NA
"ILMN_2092693";"NM_152344";NA
"ILMN_2229242";"NM_014463";NA
"ILMN_1788099";"NM_012321";NA
"ILMN_1737947";"NM_012322";NA
"ILMN_2116556";"NM_012322";NA
"ILMN_2363498";"NM_205835";NA
"ILMN_1749396";"NM_205835";NA
"ILMN_1795464";"NM_000595";NA
"ILMN_1667476";"NM_002342";NA
"ILMN_1677920";"NM_002343";NA
"ILMN_1747099";"NM_016019";NA
"ILMN_1714159";"NM_033631";NA
"ILMN_1738646";"NM_017527";NA
"ILMN_1769658";"NM_152449";NA
"ILMN_1737935";"NM_012090";NA
"ILMN_2358069";"NM_001013836";NA
"ILMN_1694711";"NM_014628";NA
"ILMN_1743583";"NM_130473";NA
"ILMN_1692260";"NM_032711";NA
"ILMN_2316278";"NM_030801";NA
"ILMN_1659659";"NM_014061";NA
"ILMN_1763884";"NM_016069";NA
"ILMN_1721349";"NM_032121";NA
"ILMN_2063168";"NM_005434";NA
"ILMN_1679391";"NM_153267";NA
"ILMN_1755120";"NM_006699";NA
"ILMN_2147435";"NM_002372";NA
"ILMN_2377900";"NM_032010";NA
"ILMN_1694240";"NM_002755";NA
"ILMN_1790534";"NM_002756";NA
"ILMN_1781104";"NM_145185";NA
"ILMN_1723020";"NM_005921";NA
"ILMN_1673896";"NM_004721";NA
"ILMN_2408908";"NM_006575";NA
"ILMN_1688464";"NM_024871";NA
"ILMN_3234997";"NM_018067";NA
"ILMN_1735361";"NM_002751";NA
"ILMN_1797786";"NM_002969";NA
"ILMN_2400292";"NM_002752";NA
"ILMN_2400297";"NM_002752";NA
"ILMN_2268068";"NM_001006618";NA
"ILMN_1691526";"NM_001006617";NA
"ILMN_2360229";"NM_001006618";NA
"ILMN_1714433";"NM_023009";NA
"ILMN_1711124";"NM_144724";NA
"ILMN_1690922";"NM_015112";NA
"ILMN_2319000";"NM_139354";NA
"ILMN_1704236";"NM_145112";NA
"ILMN_2352580";"NM_015844";NA
"ILMN_1683595";"NM_015845";NA
"ILMN_2055310";"NM_003925";NA
"ILMN_2303170";"NM_133486";NA
"ILMN_1672660";"NM_001025100";NA
"ILMN_2101651";"NM_017643";NA
"ILMN_1772492";"NM_033412";NA
"ILMN_1745513";"NM_173467";NA
"ILMN_1767679";"NM_173467";NA
"ILMN_2383150";"NM_032503";NA
"ILMN_1784766";"NM_003906";NA
"ILMN_1798581";"NM_032485";NA
"ILMN_2079004";"NM_005918";NA
"ILMN_1723087";"NM_001012334";NA
"ILMN_1727073";"NM_014623";NA
"ILMN_1730307";"NM_005481";NA
"ILMN_1754553";"NM_153450";NA
"ILMN_1792860";"NM_181491";NA
"ILMN_2388272";"NM_014815";NA
"ILMN_1711853";"NM_014815";NA
"ILMN_2339705";"NM_001001651";NA
"ILMN_1659537";"NM_201542";NA
"ILMN_2061435";"NR_002766";NA
"ILMN_2290118";"NM_001080497";NA
"ILMN_2398077";"NM_170677";NA
"ILMN_2180827";"NM_019606";NA
"ILMN_1790014";"XM_941466";NA
"ILMN_1801610";"XM_941466";NA
"ILMN_2342066";"NM_001004431";NA
"ILMN_2276811";"NM_001029991";NA
"ILMN_1776598";"NM_014064";NA
"ILMN_1790575";"NM_001007239";NA
"ILMN_1655635";"NM_019852";NA
"ILMN_2064725";"NM_152637";NA
"ILMN_2402629";"NM_001077180";NA
"ILMN_1676799";"NM_005926";NA
"ILMN_1745686";"NM_004225";NA
"ILMN_3241005";"NM_152599";NA
"ILMN_1796106";"NM_054013";NA
"ILMN_1750748";"XR_015970";NA
"ILMN_1780496";"XM_930480";NA
"ILMN_1713235";"NM_198519";NA
"ILMN_3226663";"XR_041102";NA
"ILMN_1660412";"XR_001069";NA
"ILMN_1796793";"NM_023939";NA
"ILMN_2263144";"NM_001080501";NA
"ILMN_1759991";"NM_024313";NA
"ILMN_1660935";"XM_934229";NA
"ILMN_2152502";"NR_002822";NA
"ILMN_1688318";"NM_207350";NA
"ILMN_1738589";"NM_007283";NA
"ILMN_1797929";"NM_000247";NA
"ILMN_1743232";"NM_032867";NA
"ILMN_1708006";"NM_005931";NA
"ILMN_1783843";"NM_021933";NA
"ILMN_1717101";"NM_153827";NA
"ILMN_3309164";"NR_031575";NA
"ILMN_3308663";"NR_031597";NA
"ILMN_3308828";"NR_031654";NA
"ILMN_3308743";"NR_029694";NA
"ILMN_3308808";"NR_029673";NA
"ILMN_3308295";"NR_029622";NA
"ILMN_3310035";"NR_031750";NA
"ILMN_3310386";"NR_029906";NA
"ILMN_3308813";"NR_030329";NA
"ILMN_1734827";"NM_002417";NA
"ILMN_2274180";"NM_170784";NA
"ILMN_1737498";"XM_001126647";NA
"ILMN_2259633";"NM_182931";NA
"ILMN_1743538";"NM_004641";NA
"ILMN_1789240";"NM_022372";NA
"ILMN_1792207";"NM_198205";NA
"ILMN_2401618";"NM_198204";NA
"ILMN_1754315";"NM_172250";NA
"ILMN_1803005";"NM_015506";NA
"ILMN_1752952";"NM_024302";NA
"ILMN_1791508";"NM_024302";NA
"ILMN_2399016";"NM_001032278";NA
"ILMN_1727642";"NM_006302";NA
"ILMN_1771651";"NM_014940";NA
"ILMN_1697200";"NM_015026";NA
"ILMN_2103591";"NM_014941";NA
"ILMN_1760676";"NM_206839";NA
"ILMN_1756826";"NM_194270";NA
"ILMN_1788878";"NM_178832";NA
"ILMN_2229950";"NM_005791";NA
"ILMN_1761262";"NM_002435";NA
"ILMN_1721774";"NM_173496";NA
"ILMN_1678692";"NM_201274";NA
"ILMN_1672879";"NM_001013440";NA
"ILMN_1654722";"NM_173803";NA
"ILMN_1752932";"NM_005797";NA
"ILMN_3241451";"NM_138409";NA
"ILMN_1713679";"NM_018000";NA
"ILMN_1732089";"NM_001031727";NA
"ILMN_1774312";"NM_024026";NA
"ILMN_1699603";"NM_002949";NA
"ILMN_2072603";"NM_032111";NA
"ILMN_2230672";"NM_014161";NA
"ILMN_2189424";"NM_017971";NA
"ILMN_1693352";"NM_017971";NA
"ILMN_2348050";"NM_181514";NA
"ILMN_1654250";"NM_181512";NA
"ILMN_1744835";"NM_181515";NA
"ILMN_2398995";"NM_024540";NA
"ILMN_1695576";"NM_145729";NA
"ILMN_1811327";"NM_148571";NA
"ILMN_1694950";"NM_006428";NA
"ILMN_1726417";"NM_004891";NA
"ILMN_2352042";"NM_146387";NA
"ILMN_1804207";"NM_015956";NA
"ILMN_1687403";"NM_003776";NA
"ILMN_1700477";"NM_032112";NA
"ILMN_1722838";"NM_022163";NA
"ILMN_1773369";"NM_016055";NA
"ILMN_2097421";"NM_016497";NA
"ILMN_1813817";"NM_181454";NA
"ILMN_1773716";"NM_031420";NA
"ILMN_1714515";"NM_033362";NA
"ILMN_1754860";"NM_021107";NA
"ILMN_1680703";"NM_031280";NA
"ILMN_1730391";"NM_018135";NA
"ILMN_1815043";"NM_016034";NA
"ILMN_1655765";"NM_018997";NA
"ILMN_1718424";"NM_014018";NA
"ILMN_1654552";"NM_005830";NA
"ILMN_1741264";"NM_016071";NA
"ILMN_2210482";"NM_023936";NA
"ILMN_2415949";"NM_138777";NA
"ILMN_2298958";"NM_138777";NA
"ILMN_2077130";"NM_002439";NA
"ILMN_1804448";"NM_170721";NA
"ILMN_3245973";"NM_001012241";NA
"ILMN_2387285";"NM_078630";NA
"ILMN_2332553";"NM_198080";NA
"ILMN_1707337";"NM_018116";NA
"ILMN_1777397";"NM_002448";NA
"ILMN_1691156";"NM_005946";NA
"ILMN_2173611";"NM_175617";NA
"ILMN_1715401";"NM_005950";NA
"ILMN_1775170";"NM_005952";NA
"ILMN_1773763";"NM_004739";NA
"ILMN_1768751";"NM_020744";NA
"ILMN_2136089";"NM_175621";NA
"ILMN_2099249";"NM_006980";NA
"ILMN_1672884";"NM_139242";NA
"ILMN_1775328";"NM_138384";NA
"ILMN_2389528";"NM_001039656";NA
"ILMN_1802831";"NM_001040446";NA
"ILMN_1659240";"NM_001077525";NA
"ILMN_2410262";"NM_022485";NA
"ILMN_2297864";"NM_001077525";NA
"ILMN_2380740";"NM_012123";NA
"ILMN_2372040";"NM_001003704";NA
"ILMN_1657898";"NM_016498";NA
"ILMN_1776493";"NM_001001924";NA
"ILMN_1785113";"NM_000255";NA
"ILMN_1776352";"NM_201280";NA
"ILMN_1796126";"NM_198530";NA
"ILMN_2308849";"NM_001020820";NA
"ILMN_2326071";"NM_021019";NA
"ILMN_2364768";"NM_053026";NA
"ILMN_1754943";"NM_004998";NA
"ILMN_2096970";"NM_138995";NA
"ILMN_3302919";"NM_013451";NA
"ILMN_1758272";"NM_032578";NA
"ILMN_2191803";"NM_032578";NA
"ILMN_1749838";"NM_198055";NA
"ILMN_2222101";"NM_018177";NA
"ILMN_3234089";"NM_033111";NA
"ILMN_2158548";"NM_199290";NA
"ILMN_1658231";"NM_052876";NA
"ILMN_3244960";"NM_052876";NA
"ILMN_1667132";"NM_152667";NA
"ILMN_2064132";"NM_152667";NA
"ILMN_1804327";"NM_005969";NA
"ILMN_1776088";"NM_015654";NA
"ILMN_1686392";"NM_015909";NA
"ILMN_2155719";"NM_001039703";NA
"ILMN_2115490";"NM_001037675";NA
"ILMN_3230608";"XM_001726946";NA
"ILMN_1683441";"NM_015261";NA
"ILMN_2297161";"NM_007362";NA
"ILMN_2359500";"NM_001014839";NA
"ILMN_1687316";"NM_014284";NA
"ILMN_2334385";"NM_207363";NA
"ILMN_1785785";"NM_147223";NA
"ILMN_1708805";"NM_181659";NA
"ILMN_2186369";"NM_006311";NA
"ILMN_3243274";"NR_015376";NA
"ILMN_1751452";"NM_030571";NA
"ILMN_1675239";"NM_005001";NA
"ILMN_2179018";"NM_005003";NA
"ILMN_2354515";"NM_199069";NA
"ILMN_1728810";"NM_005006";NA
"ILMN_2086417";"NM_021074";NA
"ILMN_1749738";"NM_031231";NA
"ILMN_1749011";"NM_018090";NA
"ILMN_1785711";"NM_006156";NA
"ILMN_1705153";"NM_021076";NA
"ILMN_1715680";"NM_145043";NA
"ILMN_1788149";"NM_024800";NA
"ILMN_2365223";"NM_145910";NA
"ILMN_1813645";"NM_145910";NA
"ILMN_1665095";"NM_015537";NA
"ILMN_1777113";"NM_080749";NA
"ILMN_1725441";"NM_032815";NA
"ILMN_1778991";"NM_005596";NA
"ILMN_1799062";"NM_001077493";NA
"ILMN_2390859";"NM_002502";NA
"ILMN_1717313";"NM_004556";NA
"ILMN_1781383";"NM_013432";NA
"ILMN_2406468";"NM_001002755";NA
"ILMN_1728779";"NM_018297";NA
"ILMN_1691506";"NM_016645";NA
"ILMN_1660345";"NM_016645";NA
"ILMN_2393046";"NM_001017370";NA
"ILMN_1685742";"NM_030922";NA
"ILMN_1774373";"NM_024759";NA
"ILMN_1713638";"NM_001099287";NA
"ILMN_2200503";"NM_020202";NA
"ILMN_2404454";"NM_018096";NA
"ILMN_1724304";"NM_001014445";NA
"ILMN_2075794";"NM_176811";NA
"ILMN_1693430";"NM_001018136";NA
"ILMN_1662905";"NM_001018136";NA
"ILMN_2229032";"NM_005793";NA
"ILMN_1768279";"NM_005793";NA
"ILMN_1689110";"NM_014062";NA
"ILMN_1775011";"NM_024894";NA
"ILMN_2151368";"NM_024313";NA
"ILMN_2059797";"NM_003946";NA
"ILMN_1813925";"NM_003946";NA
"ILMN_1761181";"NM_024654";NA
"ILMN_1702114";"NM_014287";NA
"ILMN_2126957";"NM_014287";NA
"ILMN_1799856";"NM_173614";NA
"ILMN_1663145";"NM_001004067";NA
"ILMN_1750052";"NM_003703";NA
"ILMN_1713505";"NM_000271";NA
"ILMN_1680435";"NM_006310";NA
"ILMN_1764127";"NM_207181";NA
"ILMN_2149494";"NM_030769";NA
"ILMN_1720282";"NM_000903";NA
"ILMN_2135798";"NM_176880";NA
"ILMN_1786197";"NM_005654";NA
"ILMN_1745785";"NM_021005";NA
"ILMN_2094360";"NM_021005";NA
"ILMN_1672080";"NM_005234";NA
