"";"ID";"SYMBOL";"a0Mean";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"2273";"ILMN_1778371";"CCBL2";" 8.67";"0.820";"0.0408";"0.0960";"0.0432"
"2274";"ILMN_1846776";"";" 5.45";"0.820";"0.0726";"0.0407";"0.0665"
"2275";"ILMN_1746784";"SLAIN1";" 5.89";"0.820";"0.0429";"0.0681";"0.0689"
"2276";"ILMN_1801931";"USP41";" 5.85";"0.820";"0.0451";"0.0404";"0.0943"
"2277";"ILMN_1766560";"ANKHD1-EIF4EBP3";" 6.32";"0.820";"0.0407";"0.0972";"0.0421"
"2278";"ILMN_1815718";"BTRC";" 5.65";"0.820";"0.0657";"0.0640";"0.0503"
"2279";"ILMN_1706305";"C14orf112";"10.15";"0.820";"0.0418";"0.0784";"0.0599"
"2280";"ILMN_1696347";"CTSC";" 6.77";"0.820";"0.0992";"0.0404";"0.0404"
"2281";"ILMN_1767377";"LOC153561";" 5.63";"0.820";"0.0408";"0.0970";"0.0421"
"2282";"ILMN_2064725";"METTL7B";" 5.69";"0.820";"0.0594";"0.0521";"0.0685"
"2283";"ILMN_1780197";"TBC1D24";" 4.85";"0.820";"0.0828";"0.0466";"0.0506"
"2284";"ILMN_2362368";"U2AF1";" 6.74";"0.820";"0.0404";"0.0976";"0.0421"
"2285";"ILMN_1653342";"DUS1L";" 7.29";"0.820";"0.0857";"0.0404";"0.0541"
"2286";"ILMN_1730523";"FAM195A";" 6.66";"0.820";"0.0926";"0.0420";"0.0454"
"2287";"ILMN_3178406";"KLHL29";" 6.75";"0.820";"0.0458";"0.0579";"0.0764"
"2288";"ILMN_1807556";"LOC146177";" 5.25";"0.820";"0.0488";"0.0909";"0.0404"
"2289";"ILMN_1656287";"SPOCK2";" 8.44";"0.820";"0.0722";"0.0406";"0.0673"
"2290";"ILMN_1776080";"GTPBP6";"10.52";"0.820";"0.0408";"0.0905";"0.0489"
"2291";"ILMN_1733931";"PDCD6";"11.72";"0.820";"0.0567";"0.0460";"0.0774"
"2292";"ILMN_1912662";"";" 8.31";"0.820";"0.0615";"0.0707";"0.0481"
"2293";"ILMN_1711199";"ZNF331";" 5.55";"0.820";"0.0681";"0.0662";"0.0459"
"2294";"ILMN_1700419";"HSPC171";" 8.48";"0.820";"0.0405";"0.0975";"0.0424"
"2295";"ILMN_1802482";"LOC152084";" 5.13";"0.820";"0.0440";"0.0406";"0.0957"
"2296";"ILMN_1768962";"AKAP8L";" 5.58";"0.820";"0.0814";"0.0575";"0.0415"
"2297";"ILMN_1786789";"FAM102B";" 6.88";"0.820";"0.0445";"0.0685";"0.0675"
"2298";"ILMN_1784436";"KIAA1688";" 7.25";"0.820";"0.0923";"0.0408";"0.0473"
"2299";"ILMN_3286925";"LOC648665";" 4.86";"0.820";"0.0811";"0.0481";"0.0513"
"2300";"ILMN_1801377";"SLC29A4";" 5.36";"0.820";"0.0619";"0.0587";"0.0599"
"2301";"ILMN_1729179";"SPATA5L1";" 9.02";"0.820";"0.0895";"0.0408";"0.0502"
"2302";"ILMN_1727618";"C8orf38";" 7.82";"0.819";"0.0656";"0.0406";"0.0745"
"2303";"ILMN_1746171";"H2AFY";"10.88";"0.819";"0.0466";"0.0512";"0.0828"
"2304";"ILMN_3245476";"PHRF1";"10.12";"0.819";"0.0413";"0.0425";"0.0968"
"2305";"ILMN_1695181";"SCRIB";" 4.88";"0.819";"0.0597";"0.0766";"0.0443"
"2306";"ILMN_2362911";"CLK2";" 5.80";"0.819";"0.0528";"0.0477";"0.0802"
"2307";"ILMN_2216157";"GNA12";" 6.79";"0.819";"0.0730";"0.0529";"0.0548"
"2308";"ILMN_1682034";"HEY2";" 7.86";"0.819";"0.0491";"0.0522";"0.0794"
"2309";"ILMN_1879326";"";" 6.54";"0.819";"0.0435";"0.0430";"0.0942"
"2310";"ILMN_2134224";"ATP13A1";" 8.89";"0.819";"0.0419";"0.0985";"0.0404"
"2311";"ILMN_1791905";"CCDC103";" 5.04";"0.819";"0.0410";"0.0994";"0.0403"
"2312";"ILMN_3232219";"LOC100134189";" 8.04";"0.819";"0.0501";"0.0869";"0.0438"
"2313";"ILMN_1789001";"SLC35B2";" 9.07";"0.819";"0.0899";"0.0491";"0.0418"
"2314";"ILMN_1792265";"TRIM4";" 5.13";"0.819";"0.0891";"0.0511";"0.0407"
"2315";"ILMN_1810235";"ATP6V1E2";" 6.20";"0.819";"0.0406";"0.0462";"0.0940"
"2316";"ILMN_1752478";"DHRS3";"11.00";"0.819";"0.0437";"0.0777";"0.0596"
"2317";"ILMN_1804357";"GNG4";" 5.04";"0.819";"0.0944";"0.0445";"0.0420"
"2318";"ILMN_3234664";"LOC728780";" 5.18";"0.819";"0.0868";"0.0419";"0.0523"
"2319";"ILMN_3248113";"SNRNP70";"10.90";"0.819";"0.0916";"0.0411";"0.0482"
"2320";"ILMN_2152131";"ACTB";"13.51";"0.819";"0.0910";"0.0477";"0.0424"
"2321";"ILMN_1711543";"C14orf169";" 8.61";"0.819";"0.0882";"0.0470";"0.0458"
"2322";"ILMN_1721204";"CSF2RA";" 9.09";"0.819";"0.0785";"0.0499";"0.0525"
"2323";"ILMN_3293685";"LOC286444";" 5.04";"0.819";"0.0473";"0.0799";"0.0537"
"2324";"ILMN_1661172";"LOC650034";" 5.85";"0.819";"0.0519";"0.0421";"0.0870"
"2325";"ILMN_2219618";"LOC90586";"10.84";"0.819";"0.0734";"0.0590";"0.0485"
"2326";"ILMN_2162989";"TMEM189";" 9.31";"0.819";"0.1000";"0.0405";"0.0405"
"2327";"ILMN_1693014";"CEBPB";"10.84";"0.819";"0.0533";"0.0821";"0.0458"
"2328";"ILMN_1705442";"CMTM3";" 6.93";"0.819";"0.0959";"0.0417";"0.0436"
"2329";"ILMN_1685856";"FAM92A1";" 7.09";"0.819";"0.0583";"0.0740";"0.0488"
"2330";"ILMN_1716973";"POLM";" 5.30";"0.819";"0.0937";"0.0420";"0.0455"
"2331";"ILMN_3250209";"CTBP2";" 6.00";"0.819";"0.0807";"0.0560";"0.0446"
"2332";"ILMN_3243175";"LOC100132727";"10.66";"0.819";"0.0935";"0.0444";"0.0433"
"2333";"ILMN_1801610";"METRNL";" 5.94";"0.819";"0.0539";"0.0420";"0.0853"
"2334";"ILMN_1737635";"RAD1";" 6.96";"0.819";"0.0514";"0.0648";"0.0650"
"2335";"ILMN_1809496";"COPG2";" 6.03";"0.819";"0.0404";"0.0516";"0.0894"
"2336";"ILMN_1703102";"LOC731777";" 7.73";"0.819";"0.0907";"0.0450";"0.0456"
"2337";"ILMN_2389528";"MTL5";" 5.07";"0.819";"0.0574";"0.0416";"0.0823"
"2338";"ILMN_2077504";"RNF160";" 5.75";"0.819";"0.0898";"0.0439";"0.0475"
"2339";"ILMN_3287309";"LOC390578";" 5.78";"0.819";"0.0563";"0.0667";"0.0583"
"2340";"ILMN_1882764";"LOC730358";" 6.64";"0.819";"0.0455";"0.0942";"0.0417"
"2341";"ILMN_2236800";"SON";" 7.45";"0.819";"0.0972";"0.0425";"0.0417"
"2342";"ILMN_1653367";"TAF12";" 8.05";"0.819";"0.0445";"0.0411";"0.0958"
"2343";"ILMN_2043728";"ZNF341";" 6.61";"0.819";"0.0702";"0.0559";"0.0553"
"2344";"ILMN_1808260";"KIAA0564";" 6.51";"0.819";"0.0507";"0.0480";"0.0827"
"2345";"ILMN_1745570";"KLK7";" 8.41";"0.819";"0.0932";"0.0445";"0.0438"
"2346";"ILMN_3203656";"LOC647055";" 4.96";"0.819";"0.0537";"0.0519";"0.0759"
"2347";"ILMN_1712950";"PFN1";"12.97";"0.819";"0.0882";"0.0404";"0.0529"
"2348";"ILMN_1663002";"STOML2";"11.45";"0.818";"0.0441";"0.0944";"0.0430"
"2349";"ILMN_2197101";"DDX19A";" 8.19";"0.818";"0.0900";"0.0501";"0.0416"
"2350";"ILMN_1754811";"FBXO38";" 8.33";"0.818";"0.0519";"0.0768";"0.0530"
"2351";"ILMN_1769282";"FRMD6";" 9.58";"0.818";"0.0403";"0.1010";"0.0404"
"2352";"ILMN_1694711";"MAD2L1BP";" 8.75";"0.818";"0.0404";"0.0796";"0.0617"
"2353";"ILMN_3297880";"SEC13";" 9.32";"0.818";"0.0894";"0.0422";"0.0501"
"2354";"ILMN_1811029";"TLK1";" 6.06";"0.818";"0.0406";"0.0990";"0.0421"
"2355";"ILMN_3235632";"ANXA2P2";"13.92";"0.818";"0.0435";"0.0907";"0.0476"
"2356";"ILMN_2375386";"RNPS1";" 5.91";"0.818";"0.0704";"0.0700";"0.0414"
"2357";"ILMN_1665571";"LOC644869";" 7.43";"0.818";"0.0832";"0.0403";"0.0584"
"2358";"ILMN_2160209";"TACSTD1";" 9.72";"0.818";"0.0573";"0.0405";"0.0840"
"2359";"ILMN_1726659";"THOP1";" 8.88";"0.818";"0.0676";"0.0728";"0.0416"
"2360";"ILMN_1681221";"C9orf100";" 6.63";"0.818";"0.0575";"0.0669";"0.0577"
"2361";"ILMN_2174612";"CNOT8";" 8.73";"0.818";"0.0435";"0.0980";"0.0406"
"2362";"ILMN_1815933";"FTSJ2";" 7.65";"0.818";"0.0941";"0.0425";"0.0455"
"2363";"ILMN_1780496";"MGC12760";" 5.39";"0.818";"0.0537";"0.0406";"0.0878"
"2364";"ILMN_1656186";"SLC41A1";" 6.62";"0.818";"0.0403";"0.1014";"0.0404"
"2365";"ILMN_1677684";"BTBD16";" 6.30";"0.818";"0.0439";"0.0547";"0.0835"
"2366";"ILMN_1775814";"GHR";" 8.62";"0.818";"0.0486";"0.0551";"0.0785"
"2367";"ILMN_1784717";"RPS19";"13.96";"0.818";"0.0759";"0.0507";"0.0557"
"2368";"ILMN_2150856";"SERPINB2";" 9.53";"0.818";"0.0731";"0.0410";"0.0681"
"2369";"ILMN_1737705";"UHRF1BP1L";" 5.86";"0.818";"0.0405";"0.0783";"0.0634"
"2370";"ILMN_1795852";"CCNE1";" 6.94";"0.818";"0.0939";"0.0452";"0.0431"
"2371";"ILMN_1802628";"PPAPDC2";" 7.80";"0.818";"0.0998";"0.0406";"0.0419"
"2372";"ILMN_1672443";"QDPR";" 9.39";"0.818";"0.0423";"0.0442";"0.0957"
"2373";"ILMN_1795893";"TMEM167B";" 6.50";"0.818";"0.0407";"0.0408";"0.1008"
"2374";"ILMN_1758907";"UGT1A6";" 7.14";"0.818";"0.0554";"0.0411";"0.0858"
"2375";"ILMN_1655468";"DSG3";" 6.75";"0.818";"0.0973";"0.0447";"0.0404"
"2376";"ILMN_2413615";"LLGL2";" 5.40";"0.818";"0.0415";"0.0419";"0.0990"
"2377";"ILMN_3177354";"LOC100128425";" 6.24";"0.818";"0.0783";"0.0420";"0.0620"
"2378";"ILMN_1785574";"HTRA2";" 6.63";"0.818";"0.0561";"0.0686";"0.0579"
"2379";"ILMN_3299579";"LOC729142";" 6.96";"0.818";"0.0926";"0.0433";"0.0466"
"2380";"ILMN_2380740";"MTO1";" 8.85";"0.818";"0.0710";"0.0431";"0.0685"
"2381";"ILMN_2408400";"NSUN5";" 6.53";"0.818";"0.0925";"0.0477";"0.0423"
"2382";"ILMN_1721127";"HIST1H3D";" 6.12";"0.817";"0.0901";"0.0418";"0.0507"
"2383";"ILMN_2059844";"ANKRD44";" 5.12";"0.817";"0.0459";"0.0619";"0.0749"
"2384";"ILMN_1739345";"C11orf48";" 8.82";"0.817";"0.0944";"0.0405";"0.0478"
"2385";"ILMN_1807492";"LOC643668";" 7.61";"0.817";"0.0991";"0.0422";"0.0414"
"2386";"ILMN_1707169";"AGMAT";" 5.40";"0.817";"0.0995";"0.0406";"0.0427"
"2387";"ILMN_1718152";"DEPDC7";" 6.12";"0.817";"0.0422";"0.0985";"0.0420"
"2388";"ILMN_1758750";"EARS2";" 8.18";"0.817";"0.0999";"0.0427";"0.0402"
"2389";"ILMN_1842738";"";" 5.22";"0.817";"0.0992";"0.0402";"0.0434"
"2390";"ILMN_2134855";"LOC728758";" 5.36";"0.817";"0.0971";"0.0415";"0.0442"
"2391";"ILMN_1783843";"MIIP";" 5.47";"0.817";"0.0406";"0.1019";"0.0403"
"2392";"ILMN_1722945";"C6orf52";" 5.13";"0.817";"0.0503";"0.0504";"0.0822"
"2393";"ILMN_2194627";"GMCL1";" 7.85";"0.817";"0.0404";"0.0875";"0.0551"
"2394";"ILMN_1779040";"INO80B";" 6.76";"0.817";"0.0414";"0.0838";"0.0578"
"2395";"ILMN_3246292";"LOC647099";"13.51";"0.817";"0.0502";"0.0673";"0.0654"
"2396";"ILMN_3305169";"LOC728809";"11.54";"0.817";"0.0887";"0.0538";"0.0403"
"2397";"ILMN_3229606";"LOC729406";" 5.82";"0.817";"0.0989";"0.0408";"0.0432"
"2398";"ILMN_2157421";"STUB1";" 8.85";"0.817";"0.0407";"0.0722";"0.0700"
"2399";"ILMN_1787366";"ZNF335";" 5.05";"0.817";"0.0411";"0.0993";"0.0425"
"2400";"ILMN_1746378";"GHDC";" 7.03";"0.817";"0.0782";"0.0403";"0.0645"
"2401";"ILMN_1885054";"";" 4.84";"0.817";"0.0718";"0.0561";"0.0551"
"2402";"ILMN_2180827";"MEPCE";" 7.32";"0.817";"0.0416";"0.0975";"0.0439"
"2403";"ILMN_1790014";"METRNL";" 5.51";"0.817";"0.0647";"0.0408";"0.0776"
"2404";"ILMN_2049021";"PTTG3P";"11.66";"0.817";"0.0708";"0.0670";"0.0451"
"2405";"ILMN_1750102";"EME1";" 5.94";"0.817";"0.0406";"0.0690";"0.0735"
"2406";"ILMN_1781281";"EPPB9";" 7.20";"0.817";"0.0956";"0.0403";"0.0472"
"2407";"ILMN_1766650";"FOXA1";"11.78";"0.817";"0.0909";"0.0520";"0.0402"
"2408";"ILMN_2396148";"HIP1R";" 5.17";"0.817";"0.0735";"0.0405";"0.0691"
"2409";"ILMN_1874689";"";" 5.38";"0.817";"0.0469";"0.0572";"0.0791"
"2410";"ILMN_1873300";"";" 6.31";"0.817";"0.0403";"0.0575";"0.0853"
"2411";"ILMN_1782412";"IRX2";" 9.03";"0.817";"0.0826";"0.0463";"0.0542"
"2412";"ILMN_3178252";"LOC100129379";"13.00";"0.817";"0.0551";"0.0636";"0.0644"
"2413";"ILMN_1727855";"PEMT";" 5.29";"0.817";"0.0906";"0.0405";"0.0520"
"2414";"ILMN_3239531";"C4orf48";" 6.45";"0.817";"0.0462";"0.0490";"0.0880"
"2415";"ILMN_3262849";"LOC100128510";" 8.81";"0.817";"0.0814";"0.0563";"0.0455"
"2416";"ILMN_1667970";"LOC728825";" 5.50";"0.817";"0.0506";"0.0605";"0.0721"
"2417";"ILMN_1658909";"OSGEPL1";" 5.12";"0.817";"0.0933";"0.0402";"0.0497"
"2418";"ILMN_1781234";"CCDC22";" 5.44";"0.817";"0.0464";"0.0926";"0.0443"
"2419";"ILMN_1786015";"CTCF";" 7.36";"0.817";"0.0415";"0.0635";"0.0783"
"2420";"ILMN_1686989";"INSIG1";" 7.02";"0.817";"0.1028";"0.0403";"0.0402"
"2421";"ILMN_3247608";"LOC100132289";" 5.04";"0.817";"0.0539";"0.0443";"0.0851"
"2422";"ILMN_1768754";"PILRB";" 7.54";"0.817";"0.0402";"0.1021";"0.0410"
"2423";"ILMN_1679577";"SETD3";" 6.31";"0.817";"0.0404";"0.0736";"0.0694"
"2424";"ILMN_1702237";"FKBP1A";" 7.26";"0.817";"0.0759";"0.0406";"0.0669"
"2425";"ILMN_3239388";"LOC100133950";" 5.36";"0.817";"0.0489";"0.0694";"0.0651"
"2426";"ILMN_1741465";"PTPRH";" 5.70";"0.817";"0.0402";"0.0605";"0.0828"
"2427";"ILMN_1664802";"WSB1";" 6.75";"0.817";"0.0431";"0.1001";"0.0402"
"2428";"ILMN_2374865";"ATF3";" 8.73";"0.817";"0.0458";"0.0648";"0.0729"
"2429";"ILMN_3241099";"FAM172A";" 5.79";"0.817";"0.0415";"0.0959";"0.0461"
"2430";"ILMN_1672367";"LOC648377";" 4.94";"0.817";"0.0495";"0.0909";"0.0431"
"2431";"ILMN_1782513";"RG9MTD3";" 4.98";"0.817";"0.0572";"0.0546";"0.0717"
"2432";"ILMN_1712413";"RPL39L";" 9.69";"0.816";"0.0412";"0.0984";"0.0440"
"2433";"ILMN_1715969";"SLC25A37";" 5.63";"0.816";"0.0571";"0.0405";"0.0860"
"2434";"ILMN_1693726";"TBC1D10A";" 6.77";"0.816";"0.0947";"0.0435";"0.0454"
"2435";"ILMN_1807919";"TNS1";" 4.97";"0.816";"0.0457";"0.0517";"0.0861"
"2436";"ILMN_1763129";"DCTPP1";" 8.98";"0.816";"0.0432";"0.0989";"0.0417"
"2437";"ILMN_1801572";"C19orf44";" 5.27";"0.816";"0.0482";"0.0729";"0.0627"
"2438";"ILMN_1684690";"HDAC11";" 5.51";"0.816";"0.0717";"0.0404";"0.0717"
"2439";"ILMN_1897911";"";" 5.33";"0.816";"0.0430";"0.0403";"0.1005"
"2440";"ILMN_1837298";"";" 5.30";"0.816";"0.0593";"0.0769";"0.0476"
"2441";"ILMN_1835521";"";" 5.03";"0.816";"0.0672";"0.0410";"0.0755"
"2442";"ILMN_2400297";"MAPK9";" 7.70";"0.816";"0.0409";"0.0861";"0.0568"
"2443";"ILMN_1702114";"NOMO1";" 5.18";"0.816";"0.0402";"0.0433";"0.1002"
"2444";"ILMN_1780659";"NUDT6";" 5.35";"0.816";"0.0517";"0.0768";"0.0553"
"2445";"ILMN_1719202";"ZNF174";" 6.96";"0.816";"0.0402";"0.1034";"0.0402"
"2446";"ILMN_3246805";"LOC100134364";" 8.74";"0.816";"0.0517";"0.0418";"0.0905"
"2447";"ILMN_1786197";"NR2F1";" 8.23";"0.816";"0.0613";"0.0487";"0.0738"
"2448";"ILMN_1660938";"TOE1";" 6.09";"0.816";"0.0965";"0.0451";"0.0423"
"2449";"ILMN_1772446";"C12orf34";" 5.58";"0.816";"0.0402";"0.0884";"0.0555"
"2450";"ILMN_1691249";"FBLIM1";" 5.32";"0.816";"0.0740";"0.0684";"0.0416"
"2451";"ILMN_1664959";"LOC644884";" 5.03";"0.816";"0.0453";"0.0939";"0.0447"
"2452";"ILMN_3248833";"LOC644928";"10.93";"0.816";"0.0692";"0.0412";"0.0736"
"2453";"ILMN_3224758";"LOC92755";" 7.38";"0.816";"0.0560";"0.0724";"0.0555"
"2454";"ILMN_3280496";"LOC100131526";" 8.13";"0.816";"0.0508";"0.0448";"0.0885"
"2455";"ILMN_1656233";"LOC389517";"12.25";"0.816";"0.0469";"0.0440";"0.0932"
"2456";"ILMN_3294134";"LOC389765";" 8.06";"0.816";"0.0488";"0.0489";"0.0865"
"2457";"ILMN_3284114";"LOC399748";"10.33";"0.816";"0.0690";"0.0642";"0.0509"
"2458";"ILMN_1695386";"RAD51C";" 9.73";"0.816";"0.0602";"0.0572";"0.0667"
"2459";"ILMN_1687519";"SNAP23";" 6.52";"0.816";"0.0460";"0.0953";"0.0428"
"2460";"ILMN_2385318";"ARMC8";" 5.54";"0.816";"0.0914";"0.0525";"0.0404"
"2461";"ILMN_2079098";"C9orf80";"11.38";"0.816";"0.0472";"0.0851";"0.0519"
"2462";"ILMN_1677589";"JMJD1C";" 5.40";"0.816";"0.1019";"0.0402";"0.0421"
"2463";"ILMN_1791728";"SLC25A25";" 8.82";"0.816";"0.0594";"0.0428";"0.0819"
"2464";"ILMN_2106658";"BLZF1";"11.14";"0.816";"0.0507";"0.0529";"0.0807"
"2465";"ILMN_2179018";"NDUFAB1";"12.14";"0.816";"0.0402";"0.1040";"0.0402"
"2466";"ILMN_1800871";"RAB6A";" 7.49";"0.816";"0.0450";"0.0409";"0.0985"
"2467";"ILMN_1711490";"ARHGAP26";" 4.90";"0.816";"0.0724";"0.0429";"0.0692"
"2468";"ILMN_1694731";"CLCN7";" 9.83";"0.816";"0.0432";"0.0952";"0.0461"
"2469";"ILMN_1718977";"GADD45B";" 7.45";"0.816";"0.1039";"0.0402";"0.0403"
"2470";"ILMN_1895827";"";" 4.92";"0.816";"0.0877";"0.0438";"0.0530"
"2471";"ILMN_3249338";"LOC100128292";" 6.16";"0.816";"0.0992";"0.0429";"0.0424"
"2472";"ILMN_1711596";"PQBP1";" 6.39";"0.815";"0.0643";"0.0787";"0.0416"
"2473";"ILMN_1769118";"SEPT9";"13.29";"0.815";"0.0627";"0.0589";"0.0630"
"2474";"ILMN_1687223";"ZNF514";" 5.54";"0.815";"0.0404";"0.0455";"0.0987"
"2475";"ILMN_2222101";"N4BP2";" 8.50";"0.815";"0.0821";"0.0478";"0.0548"
"2476";"ILMN_2209027";"RPS26";"11.25";"0.815";"0.0841";"0.0543";"0.0463"
"2477";"ILMN_2352326";"COASY";" 8.39";"0.815";"0.0732";"0.0713";"0.0403"
"2478";"ILMN_2299795";"CPM";" 6.80";"0.815";"0.0701";"0.0739";"0.0408"
"2479";"ILMN_1774661";"SNRPB";"11.88";"0.815";"0.0965";"0.0404";"0.0480"
"2480";"ILMN_1775677";"TYSND1";"11.22";"0.815";"0.0512";"0.0870";"0.0467"
"2481";"ILMN_1775085";"ZNF232";" 6.43";"0.815";"0.0590";"0.0812";"0.0446"
"2482";"ILMN_1769869";"PIP5K1A";" 5.64";"0.815";"0.1014";"0.0404";"0.0431"
"2483";"ILMN_1798817";"SDR42E1";" 6.99";"0.815";"0.0996";"0.0444";"0.0409"
"2484";"ILMN_1677963";"TMCC1";" 4.92";"0.815";"0.0505";"0.0624";"0.0720"
"2485";"ILMN_1654331";"HOXB4";" 5.49";"0.815";"0.0437";"0.0521";"0.0892"
"2486";"ILMN_1796749";"KIF1C";" 7.44";"0.815";"0.0672";"0.0620";"0.0557"
"2487";"ILMN_1671992";"LOC650128";" 6.47";"0.815";"0.0546";"0.0540";"0.0764"
"2488";"ILMN_2314208";"S100PBP";" 6.16";"0.815";"0.1016";"0.0408";"0.0426"
"2489";"ILMN_1765990";"KCNK2";" 6.50";"0.815";"0.0809";"0.0438";"0.0605"
"2490";"ILMN_1770811";"PELO";" 9.86";"0.815";"0.0714";"0.0716";"0.0421"
"2491";"ILMN_1710170";"PPAP2C";" 7.40";"0.815";"0.0412";"0.1000";"0.0439"
"2492";"ILMN_3251232";"HMGN2";" 6.48";"0.815";"0.0865";"0.0413";"0.0573"
"2493";"ILMN_1667711";"HRASLS3";" 8.98";"0.815";"0.0405";"0.1040";"0.0407"
"2494";"ILMN_1865639";"";" 4.99";"0.815";"0.0968";"0.0476";"0.0407"
"2495";"ILMN_1805701";"LOC647650";" 4.93";"0.815";"0.0405";"0.0601";"0.0846"
"2496";"ILMN_1737497";"LOC649009";" 7.82";"0.815";"0.0867";"0.0408";"0.0577"
"2497";"ILMN_1671766";"F12";" 8.97";"0.815";"0.1032";"0.0411";"0.0410"
"2498";"ILMN_1681300";"LOC641806";" 5.10";"0.815";"0.0535";"0.0451";"0.0866"
"2499";"ILMN_2094360";"NR2F2";" 9.85";"0.815";"0.0828";"0.0441";"0.0583"
"2500";"ILMN_1722688";"ALG2";" 5.51";"0.815";"0.0401";"0.0635";"0.0817"
"2501";"ILMN_1812701";"C4orf33";" 5.78";"0.815";"0.0401";"0.0728";"0.0725"
"2502";"ILMN_1805519";"CD24";" 9.54";"0.815";"0.1013";"0.0421";"0.0421"
"2503";"ILMN_2401253";"FAM13A";" 5.43";"0.815";"0.0645";"0.0404";"0.0805"
"2504";"ILMN_3255931";"LOC100129297";" 6.64";"0.815";"0.0401";"0.0922";"0.0531"
"2505";"ILMN_2342455";"PPA2";"10.45";"0.815";"0.0624";"0.0784";"0.0447"
"2506";"ILMN_1809047";"TBRG4";" 5.10";"0.815";"0.0407";"0.0990";"0.0457"
"2507";"ILMN_2276002";"CPNE1";" 5.48";"0.815";"0.1028";"0.0407";"0.0420"
"2508";"ILMN_1682165";"NT5C2";"10.34";"0.815";"0.0438";"0.0401";"0.1017"
"2509";"ILMN_1696419";"STOM";" 5.86";"0.815";"0.1044";"0.0403";"0.0407"
"2510";"ILMN_2262275";"TRIM13";" 8.15";"0.815";"0.0803";"0.0514";"0.0538"
"2511";"ILMN_1651735";"TGOLN2";" 8.60";"0.814";"0.0456";"0.0727";"0.0674"
"2512";"ILMN_1745933";"LOC400713";" 5.37";"0.814";"0.0488";"0.0647";"0.0722"
"2513";"ILMN_1784822";"PPP1R3F";" 5.53";"0.814";"0.0930";"0.0420";"0.0507"
"2514";"ILMN_2145781";"RBMY2FP";" 5.80";"0.814";"0.0854";"0.0448";"0.0554"
"2515";"ILMN_1666449";"FAM134C";" 6.44";"0.814";"0.0416";"0.0938";"0.0504"
"2516";"ILMN_3301468";"LOC729324";"13.49";"0.814";"0.0927";"0.0418";"0.0513"
"2517";"ILMN_1758474";"PRKRA";" 9.05";"0.814";"0.0709";"0.0532";"0.0618"
"2518";"ILMN_1753575";"GP1BA";" 6.36";"0.814";"0.0401";"0.0401";"0.1057"
"2519";"ILMN_3293182";"LOC652904";" 5.40";"0.814";"0.0715";"0.0479";"0.0665"
"2520";"ILMN_1751028";"SERPINH1";" 8.96";"0.814";"0.0401";"0.0811";"0.0648"
"2521";"ILMN_1742618";"XAF1";" 6.28";"0.814";"0.0453";"0.0838";"0.0568"
"2522";"ILMN_2339202";"KTN1";"10.26";"0.814";"0.0402";"0.0982";"0.0477"
"2523";"ILMN_3283592";"LOC442609";" 6.53";"0.814";"0.0969";"0.0401";"0.0492"
"2524";"ILMN_1776352";"MUTED";" 7.21";"0.814";"0.0567";"0.0817";"0.0477"
"2525";"ILMN_1745385";"HNRPM";"12.45";"0.814";"0.1016";"0.0409";"0.0438"
"2526";"ILMN_1734762";"OPA3";" 5.06";"0.814";"0.0733";"0.0408";"0.0721"
"2527";"ILMN_1763842";"PTRH1";" 7.07";"0.814";"0.0941";"0.0406";"0.0515"
"2528";"ILMN_1681675";"RBM16";" 7.90";"0.814";"0.0525";"0.0933";"0.0405"
"2529";"ILMN_1677840";"CNOT1";" 6.08";"0.814";"0.0831";"0.0568";"0.0463"
"2530";"ILMN_1666902";"GPR114";" 6.55";"0.814";"0.1041";"0.0421";"0.0403"
"2531";"ILMN_1684571";"RSPH1";" 6.72";"0.814";"0.0438";"0.0536";"0.0892"
"2532";"ILMN_3182893";"LOC100128163";" 5.67";"0.813";"0.0635";"0.0688";"0.0544"
"2533";"ILMN_1763907";"C6orf173";"10.60";"0.813";"0.0434";"0.0539";"0.0895"
"2534";"ILMN_1725705";"CLPP";" 7.69";"0.813";"0.0839";"0.0570";"0.0459"
"2535";"ILMN_2086417";"NDUFV2";"10.75";"0.813";"0.0543";"0.0416";"0.0910"
"2536";"ILMN_1664560";"DYRK1A";" 8.48";"0.813";"0.0848";"0.0428";"0.0593"
"2537";"ILMN_3239135";"LOC100132391";"10.91";"0.813";"0.0548";"0.0870";"0.0450"
"2538";"ILMN_1732049";"DPM2";" 6.78";"0.813";"0.1066";"0.0404";"0.0400"
"2539";"ILMN_3251327";"LOC645307";" 4.74";"0.813";"0.1025";"0.0444";"0.0400"
"2540";"ILMN_1656840";"VPS13D";" 5.12";"0.813";"0.0401";"0.0427";"0.1042"
"2541";"ILMN_3257566";"DSTYK";" 6.95";"0.813";"0.0748";"0.0459";"0.0663"
"2542";"ILMN_1912619";"";" 5.36";"0.813";"0.0446";"0.0886";"0.0540"
"2543";"ILMN_2126957";"NOMO1";" 6.69";"0.813";"0.0545";"0.0711";"0.0615"
"2544";"ILMN_2087080";"RPL5";"12.42";"0.813";"0.0735";"0.0418";"0.0719"
"2545";"ILMN_2335072";"TAF1C";" 5.94";"0.813";"0.0465";"0.0482";"0.0924"
"2546";"ILMN_1666111";"YTHDC1";" 5.67";"0.813";"0.0603";"0.0730";"0.0538"
