"";"ID";"SYMBOL";"a0Mean";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"6195";"ILMN_1700671";"ETV7";" 5.25";"0.611";"0.0563";"0.1492";"0.1841"
"6196";"ILMN_1786039";"RNF34";"10.04";"0.611";"0.0831";"0.2069";"0.0994"
"6197";"ILMN_2230577";"RABGEF1";" 6.69";"0.610";"0.0483";"0.2321";"0.1092"
"6198";"ILMN_1692272";"TEX261";" 6.57";"0.610";"0.0768";"0.2179";"0.0950"
"6199";"ILMN_3273946";"CRCP";" 5.20";"0.610";"0.1242";"0.1381";"0.1274"
"6200";"ILMN_3236732";"LOC100129637";" 5.45";"0.610";"0.0315";"0.0458";"0.3124"
"6201";"ILMN_1732750";"CHCHD8";" 7.06";"0.610";"0.2274";"0.0405";"0.1219"
"6202";"ILMN_1782609";"STAG2";" 8.99";"0.610";"0.0414";"0.2807";"0.0678"
"6203";"ILMN_2126344";"SEC16A";"10.33";"0.610";"0.0403";"0.3039";"0.0458"
"6204";"ILMN_1697286";"SF3A1";" 8.01";"0.610";"0.0595";"0.1356";"0.1949"
"6205";"ILMN_1709626";"FAM14B";" 6.86";"0.610";"0.1158";"0.0367";"0.2377"
"6206";"ILMN_1704043";"LOC643905";" 4.88";"0.610";"0.0304";"0.2104";"0.1494"
"6207";"ILMN_2379326";"MAP3K7";" 5.24";"0.610";"0.1847";"0.0369";"0.1686"
"6208";"ILMN_3299375";"LOC729421";" 5.27";"0.610";"0.0303";"0.1126";"0.2475"
"6209";"ILMN_2348146";"ERCC8";" 5.95";"0.610";"0.0339";"0.0316";"0.3248"
"6210";"ILMN_2328433";"NOP2";" 7.65";"0.610";"0.3090";"0.0395";"0.0419"
"6211";"ILMN_1808919";"HPS4";" 5.25";"0.610";"0.2531";"0.0781";"0.0593"
"6212";"ILMN_1762046";"ZNF551";" 5.71";"0.609";"0.1874";"0.1481";"0.0551"
"6213";"ILMN_1776327";"LOC727820";" 7.11";"0.609";"0.2140";"0.1001";"0.0767"
"6214";"ILMN_2062620";"NMT2";" 6.11";"0.609";"0.0310";"0.0533";"0.3063"
"6215";"ILMN_1812403";"BCAP31";"11.78";"0.609";"0.3030";"0.0336";"0.0542"
"6216";"ILMN_1762972";"CHD9";" 9.19";"0.609";"0.0395";"0.2181";"0.1331"
"6217";"ILMN_2408946";"PDE8A";" 5.41";"0.609";"0.2174";"0.0923";"0.0811"
"6218";"ILMN_1656560";"PARM1";" 5.85";"0.609";"0.0429";"0.3070";"0.0411"
"6219";"ILMN_2117987";"TFDP1";"11.45";"0.609";"0.2297";"0.1311";"0.0300"
"6220";"ILMN_1765032";"LOC440993";" 4.85";"0.609";"0.2630";"0.0420";"0.0860"
"6221";"ILMN_1727183";"ZNF763";" 6.38";"0.609";"0.2768";"0.0708";"0.0434"
"6222";"ILMN_1789436";"C1orf218";" 7.39";"0.609";"0.0328";"0.1831";"0.1751"
"6223";"ILMN_2334989";"CCT3";"10.33";"0.609";"0.1849";"0.0683";"0.1379"
"6224";"ILMN_1656292";"LOC388532";"11.16";"0.609";"0.0335";"0.0306";"0.3270"
"6225";"ILMN_2329165";"MYO1C";" 7.35";"0.609";"0.0665";"0.2047";"0.1199"
"6226";"ILMN_1778316";"NOM1";" 5.15";"0.609";"0.2699";"0.0905";"0.0307"
"6227";"ILMN_1783681";"MRPL34";"10.07";"0.609";"0.2492";"0.1086";"0.0333"
"6228";"ILMN_2158242";"SHOC2";" 7.00";"0.609";"0.0454";"0.2710";"0.0747"
"6229";"ILMN_2235785";"KCNH6";"12.29";"0.609";"0.2932";"0.0538";"0.0442"
"6230";"ILMN_2407482";"ITPA";" 7.06";"0.609";"0.0694";"0.0943";"0.2278"
"6231";"ILMN_1674506";"MED23";" 6.55";"0.609";"0.0333";"0.1793";"0.1787"
"6232";"ILMN_1855230";"";" 5.24";"0.608";"0.2131";"0.1067";"0.0718"
"6233";"ILMN_1812312";"NDUFS4";"10.39";"0.608";"0.1519";"0.1844";"0.0554"
"6234";"ILMN_2357438";"AURKA";"10.24";"0.608";"0.2647";"0.0397";"0.0874"
"6235";"ILMN_1809590";"GINS2";"11.42";"0.608";"0.0672";"0.1259";"0.1987"
"6236";"ILMN_1710962";"TMEM97";"11.20";"0.608";"0.0637";"0.2594";"0.0687"
"6237";"ILMN_1763730";"APPL1";" 6.68";"0.608";"0.0393";"0.2922";"0.0605"
"6238";"ILMN_1761981";"FAM96A";"11.85";"0.608";"0.1639";"0.1068";"0.1214"
"6239";"ILMN_1660232";"PEX5";" 9.68";"0.608";"0.0787";"0.0365";"0.2769"
"6240";"ILMN_2075221";"C17orf47";" 4.82";"0.608";"0.0498";"0.2951";"0.0474"
"6241";"ILMN_1867664";"SPTLC3";" 5.39";"0.607";"0.2920";"0.0698";"0.0307"
"6242";"ILMN_2398274";"PYCARD";" 5.65";"0.607";"0.0516";"0.1478";"0.1934"
"6243";"ILMN_1812968";"SOX18";" 5.27";"0.607";"0.0327";"0.1217";"0.2384"
"6244";"ILMN_1723884";"ARF4";" 8.53";"0.607";"0.2911";"0.0518";"0.0501"
"6245";"ILMN_1807600";"NPLOC4";" 8.44";"0.607";"0.1711";"0.1474";"0.0744"
"6246";"ILMN_1768396";"AURKAIP1";"12.33";"0.607";"0.0324";"0.2881";"0.0726"
"6247";"ILMN_1745904";"CCDC6";"10.71";"0.607";"0.0301";"0.1465";"0.2165"
"6248";"ILMN_1680727";"GLRX2";" 8.94";"0.607";"0.0808";"0.1277";"0.1847"
"6249";"ILMN_2379393";"ASL";" 6.24";"0.607";"0.0321";"0.3073";"0.0538"
"6250";"ILMN_1684205";"CIB1";"12.03";"0.607";"0.0697";"0.0683";"0.2553"
"6251";"ILMN_1769478";"LOC202051";" 5.70";"0.607";"0.3214";"0.0396";"0.0322"
"6252";"ILMN_2255256";"MARVELD3";" 7.48";"0.607";"0.1563";"0.1986";"0.0383"
"6253";"ILMN_1701213";"PIP4K2B";" 6.10";"0.607";"0.2536";"0.0370";"0.1027"
"6254";"ILMN_2367710";"PKN1";" 5.89";"0.607";"0.2541";"0.0674";"0.0717"
"6255";"ILMN_2215881";"ARHGAP11B";" 5.64";"0.607";"0.0862";"0.1071";"0.2000"
"6256";"ILMN_1688818";"LOC652864";" 9.27";"0.607";"0.2588";"0.0354";"0.0991"
"6257";"ILMN_3273491";"LOC100130332";" 5.33";"0.607";"0.3188";"0.0430";"0.0316"
"6258";"ILMN_1715926";"LOC642210";"13.72";"0.606";"0.2926";"0.0469";"0.0545"
"6259";"ILMN_2383807";"CALB2";" 5.76";"0.606";"0.1315";"0.1966";"0.0659"
"6260";"ILMN_1750395";"MBD2";" 8.33";"0.606";"0.3244";"0.0387";"0.0310"
"6261";"ILMN_2194828";"C16orf53";" 8.47";"0.606";"0.2889";"0.0407";"0.0647"
"6262";"ILMN_1724700";"RIOK3";" 9.87";"0.606";"0.0499";"0.3145";"0.0298"
"6263";"ILMN_3259146";"LOC100129681";"10.71";"0.605";"0.3058";"0.0544";"0.0346"
"6264";"ILMN_3287952";"LOC100133800";" 8.46";"0.605";"0.1793";"0.0869";"0.1287"
"6265";"ILMN_1681325";"LOC727825";" 6.26";"0.605";"0.0473";"0.2557";"0.0921"
"6266";"ILMN_1739583";"ROCK1";" 5.69";"0.605";"0.0615";"0.2653";"0.0683"
"6267";"ILMN_1761858";"MID1";"10.40";"0.605";"0.1859";"0.0454";"0.1638"
"6268";"ILMN_1677133";"MITD1";" 8.48";"0.605";"0.1105";"0.2547";"0.0301"
"6269";"ILMN_1669052";"LRRC8E";" 6.28";"0.605";"0.0698";"0.2762";"0.0493"
"6270";"ILMN_2190779";"PHAX";" 6.17";"0.605";"0.1206";"0.1662";"0.1086"
"6271";"ILMN_1693108";"RUVBL1";" 8.66";"0.605";"0.2750";"0.0491";"0.0714"
"6272";"ILMN_1663158";"ZNF174";" 6.02";"0.605";"0.2163";"0.1221";"0.0570"
"6273";"ILMN_3246005";"LOC100133760";" 6.62";"0.605";"0.2329";"0.1285";"0.0341"
"6274";"ILMN_1774062";"SLC25A5";"14.11";"0.604";"0.1183";"0.2246";"0.0528"
"6275";"ILMN_1778691";"TIA1";" 6.65";"0.604";"0.1993";"0.1324";"0.0640"
"6276";"ILMN_1748884";"TOB2";" 6.95";"0.604";"0.3303";"0.0304";"0.0353"
"6277";"ILMN_3268564";"C19orf60";" 7.18";"0.604";"0.2929";"0.0655";"0.0379"
"6278";"ILMN_2389844";"SP3";" 7.47";"0.604";"0.0499";"0.1833";"0.1632"
"6279";"ILMN_2059886";"TTC38";" 7.63";"0.604";"0.0588";"0.2675";"0.0700"
"6280";"ILMN_2211263";"RFK";" 5.15";"0.604";"0.0641";"0.0526";"0.2797"
"6281";"ILMN_3224856";"LOC729660";" 6.77";"0.604";"0.0460";"0.2751";"0.0754"
"6282";"ILMN_1690638";"LOC402677";" 5.24";"0.603";"0.0365";"0.3294";"0.0307"
"6283";"ILMN_1796900";"NUDCD3";" 7.60";"0.603";"0.2233";"0.0910";"0.0827"
"6284";"ILMN_2250445";"SMTN";" 5.80";"0.603";"0.0928";"0.2730";"0.0311"
"6285";"ILMN_1800447";"PHKB";" 9.57";"0.603";"0.1044";"0.2627";"0.0300"
"6286";"ILMN_3210538";"LOC646785";"12.54";"0.603";"0.3109";"0.0479";"0.0383"
"6287";"ILMN_1659110";"MGC40489";" 6.47";"0.603";"0.0313";"0.0419";"0.3240"
"6288";"ILMN_1727045";"RASGRP3";" 6.10";"0.603";"0.2981";"0.0334";"0.0657"
"6289";"ILMN_1680111";"AHDC1";" 5.78";"0.603";"0.1871";"0.1805";"0.0297"
"6290";"ILMN_1750596";"CLUAP1";" 5.12";"0.603";"0.2041";"0.1631";"0.0301"
"6291";"ILMN_1665655";"CTDSPL2";" 7.44";"0.603";"0.0323";"0.3222";"0.0429"
"6292";"ILMN_1860084";"";" 6.77";"0.603";"0.0400";"0.0320";"0.3255"
"6293";"ILMN_1705733";"KIAA0460";" 6.81";"0.603";"0.2940";"0.0684";"0.0351"
"6294";"ILMN_1794598";"SCHIP1";" 7.59";"0.602";"0.3087";"0.0593";"0.0297"
"6295";"ILMN_1811615";"COPA";"10.42";"0.602";"0.0893";"0.0818";"0.2268"
"6296";"ILMN_1675721";"UBE2R2";" 5.81";"0.602";"0.3317";"0.0322";"0.0341"
"6297";"ILMN_2112301";"DRAP1";"10.96";"0.602";"0.1986";"0.0366";"0.1630"
"6298";"ILMN_2343310";"DYNC2H1";" 6.36";"0.602";"0.0517";"0.2964";"0.0500"
"6299";"ILMN_1669878";"GUSB";" 9.30";"0.602";"0.0484";"0.2778";"0.0719"
"6300";"ILMN_1804662";"NRG4";" 8.21";"0.602";"0.3362";"0.0303";"0.0317"
"6301";"ILMN_1716053";"AK2";"11.36";"0.602";"0.2879";"0.0336";"0.0767"
"6302";"ILMN_2346769";"FAM189B";" 5.83";"0.602";"0.0360";"0.3204";"0.0417"
"6303";"ILMN_2153916";"HSPA2";"10.31";"0.602";"0.0338";"0.0426";"0.3218"
"6304";"ILMN_1801254";"LOC648984";" 4.93";"0.602";"0.1632";"0.0958";"0.1393"
"6305";"ILMN_3185092";"LOC100128760";" 4.97";"0.602";"0.3350";"0.0335";"0.0301"
"6306";"ILMN_1744649";"PSMB5";"11.75";"0.602";"0.1762";"0.1203";"0.1019"
"6307";"ILMN_2415529";"CDK5RAP2";" 6.82";"0.601";"0.0596";"0.2992";"0.0398"
"6308";"ILMN_1791642";"LOC91664";" 4.85";"0.601";"0.0445";"0.2887";"0.0654"
"6309";"ILMN_1696087";"PHB2";"10.94";"0.601";"0.2992";"0.0428";"0.0567"
"6310";"ILMN_1917338";"";" 5.37";"0.601";"0.0928";"0.1221";"0.1839"
"6311";"ILMN_2318811";"RANBP3";" 8.94";"0.601";"0.2212";"0.1455";"0.0325"
"6312";"ILMN_1699226";"UBR4";" 9.05";"0.601";"0.2917";"0.0738";"0.0336"
"6313";"ILMN_1756953";"GBP6";" 7.07";"0.601";"0.3350";"0.0346";"0.0296"
"6314";"ILMN_2398408";"TCEAL1";" 6.12";"0.601";"0.2835";"0.0428";"0.0728"
"6315";"ILMN_1677239";"CCDC14";" 9.06";"0.601";"0.0566";"0.2763";"0.0663"
"6316";"ILMN_1687279";"DHPS";" 8.25";"0.601";"0.0745";"0.0718";"0.2530"
"6317";"ILMN_1712608";"BFSP1";" 5.26";"0.600";"0.0465";"0.3179";"0.0351"
"6318";"ILMN_2357134";"SPHK1";" 7.31";"0.600";"0.1856";"0.0407";"0.1733"
"6319";"ILMN_1685714";"INHBB";" 7.01";"0.600";"0.3293";"0.0405";"0.0299"
"6320";"ILMN_2181060";"CKAP2";" 8.75";"0.600";"0.0411";"0.2914";"0.0673"
"6321";"ILMN_1707689";"FAM59B";" 5.29";"0.600";"0.0861";"0.2357";"0.0779"
"6322";"ILMN_2239772";"FAM108A3";" 6.01";"0.600";"0.0688";"0.2907";"0.0404"
"6323";"ILMN_3277297";"LOC391825";" 7.50";"0.600";"0.0375";"0.3227";"0.0397"
"6324";"ILMN_1782050";"CEBPD";" 8.48";"0.600";"0.0418";"0.3216";"0.0367"
"6325";"ILMN_1660451";"STARD13";" 5.21";"0.600";"0.0468";"0.2914";"0.0618"
"6326";"ILMN_3237329";"FNIP2";" 5.36";"0.600";"0.3371";"0.0304";"0.0327"
"6327";"ILMN_1671728";"CARD14";" 6.31";"0.600";"0.0543";"0.2797";"0.0664"
"6328";"ILMN_2410516";"PPM1A";" 6.41";"0.600";"0.0789";"0.2851";"0.0363"
"6329";"ILMN_2080158";"FAM10A7";" 8.29";"0.600";"0.0379";"0.3261";"0.0365"
"6330";"ILMN_2414027";"CKLF";"10.45";"0.599";"0.0508";"0.0494";"0.3007"
"6331";"ILMN_3292572";"LOC390183";" 5.70";"0.599";"0.0806";"0.0409";"0.2794"
"6332";"ILMN_2374036";"CTSL1";" 9.70";"0.599";"0.1411";"0.2192";"0.0408"
"6333";"ILMN_1696190";"STRN4";" 7.97";"0.599";"0.0392";"0.2968";"0.0650"
"6334";"ILMN_1676631";"CCNO";" 8.49";"0.599";"0.0726";"0.1993";"0.1293"
"6335";"ILMN_1724612";"SLC25A35";" 5.67";"0.599";"0.1838";"0.1185";"0.0989"
"6336";"ILMN_1810474";"UBE2I";"11.31";"0.599";"0.1080";"0.0662";"0.2270"
"6337";"ILMN_1764927";"CDC42EP1";" 7.01";"0.599";"0.1812";"0.0469";"0.1732"
"6338";"ILMN_1741224";"GPR137C";" 6.11";"0.598";"0.2817";"0.0363";"0.0838"
"6339";"ILMN_1811117";"LOC400986";" 7.08";"0.598";"0.0741";"0.2296";"0.0981"
"6340";"ILMN_1659058";"PPP1R10";" 8.51";"0.598";"0.0426";"0.3250";"0.0342"
"6341";"ILMN_1701289";"MGC40489";" 9.57";"0.598";"0.3144";"0.0514";"0.0361"
"6342";"ILMN_1748147";"MTO1";" 5.12";"0.598";"0.0310";"0.0306";"0.3402"
"6343";"ILMN_2109994";"RAB4B";" 5.43";"0.598";"0.0299";"0.1076";"0.2645"
"6344";"ILMN_3251404";"NUCKS1";"12.07";"0.598";"0.0968";"0.2172";"0.0881"
"6345";"ILMN_1740165";"C14orf102";" 8.22";"0.598";"0.0399";"0.3300";"0.0324"
"6346";"ILMN_3220792";"LOC728658";"13.55";"0.598";"0.1764";"0.0533";"0.1726"
"6347";"ILMN_1813028";"CBX5";"10.17";"0.598";"0.2412";"0.0824";"0.0788"
"6348";"ILMN_2185339";"LRTOMT";" 6.02";"0.598";"0.0740";"0.0867";"0.2416"
"6349";"ILMN_1675377";"ZSCAN2";" 5.18";"0.598";"0.0463";"0.3266";"0.0294"
"6350";"ILMN_1762932";"CHMP2A";" 6.30";"0.598";"0.0347";"0.2777";"0.0901"
"6351";"ILMN_1683916";"PEX13";" 8.22";"0.598";"0.0845";"0.1730";"0.1450"
"6352";"ILMN_1689869";"GPR89C";" 6.90";"0.597";"0.0543";"0.2834";"0.0649"
"6353";"ILMN_1770048";"DPH5";" 7.81";"0.597";"0.0911";"0.2504";"0.0613"
"6354";"ILMN_1694776";"SCP2";" 6.59";"0.597";"0.2883";"0.0355";"0.0793"
"6355";"ILMN_1714623";"TOMM22";"10.29";"0.597";"0.2143";"0.0640";"0.1248"
"6356";"ILMN_1665290";"LOC643995";" 6.05";"0.597";"0.1456";"0.1457";"0.1120"
"6357";"ILMN_1706959";"TIMM22";" 9.10";"0.597";"0.0297";"0.0757";"0.2979"
"6358";"ILMN_1809582";"VPS13C";" 4.84";"0.597";"0.0542";"0.3196";"0.0295"
"6359";"ILMN_1712469";"GOLGA8A";" 5.20";"0.597";"0.0660";"0.1495";"0.1879"
"6360";"ILMN_1696670";"LOC92497";" 5.06";"0.597";"0.2616";"0.1123";"0.0295"
"6361";"ILMN_1727798";"MOSPD1";" 5.99";"0.596";"0.1986";"0.1051";"0.1000"
"6362";"ILMN_1790218";"TXNL4A";" 5.32";"0.596";"0.2282";"0.1100";"0.0655"
"6363";"ILMN_2361185";"PHF20L1";" 5.66";"0.596";"0.0398";"0.2517";"0.1124"
"6364";"ILMN_1896448";"";" 5.01";"0.596";"0.3096";"0.0620";"0.0323"
"6365";"ILMN_1757552";"PTRF";"13.10";"0.596";"0.1257";"0.1554";"0.1229"
"6366";"ILMN_1703471";"ATF6";" 8.63";"0.596";"0.3036";"0.0336";"0.0670"
"6367";"ILMN_1699214";"LOC647450";" 5.25";"0.596";"0.0598";"0.3000";"0.0445"
"6368";"ILMN_1671452";"MRPL44";" 8.77";"0.596";"0.0342";"0.1559";"0.2141"
"6369";"ILMN_1809963";"RSAD1";" 5.14";"0.596";"0.1216";"0.0378";"0.2450"
"6370";"ILMN_1814305";"SAMD9";" 8.34";"0.596";"0.0544";"0.2795";"0.0705"
"6371";"ILMN_3242091";"NCRNA00094";" 7.11";"0.596";"0.0365";"0.3067";"0.0613"
"6372";"ILMN_2076640";"KHDRBS1";"11.90";"0.595";"0.2702";"0.0940";"0.0405"
"6373";"ILMN_1691535";"CUL4B";" 6.86";"0.595";"0.0403";"0.2601";"0.1045"
"6374";"ILMN_3288529";"LOC645630";" 7.34";"0.595";"0.1143";"0.2206";"0.0699"
"6375";"ILMN_1739301";"LOC643815";" 5.39";"0.595";"0.3428";"0.0305";"0.0316"
"6376";"ILMN_1704418";"FOXD1";" 9.59";"0.595";"0.2694";"0.1062";"0.0295"
"6377";"ILMN_1702764";"MARCH5";" 4.96";"0.595";"0.3387";"0.0355";"0.0309"
"6378";"ILMN_1776631";"KIAA1862";" 5.07";"0.595";"0.0343";"0.0321";"0.3390"
"6379";"ILMN_2163315";"LOC388955";" 5.04";"0.594";"0.1805";"0.1480";"0.0774"
"6380";"ILMN_1683250";"LOC440731";" 7.91";"0.594";"0.0295";"0.0414";"0.3350"
"6381";"ILMN_2191428";"UBB";"13.54";"0.594";"0.2190";"0.1003";"0.0866"
"6382";"ILMN_1860963";"";" 5.14";"0.594";"0.0508";"0.2854";"0.0697"
"6383";"ILMN_1695276";"MAPRE2";" 8.46";"0.594";"0.3139";"0.0620";"0.0302"
"6384";"ILMN_2169439";"ITGAV";" 9.03";"0.594";"0.0972";"0.2707";"0.0383"
"6385";"ILMN_1673215";"PCBP1";"12.42";"0.594";"0.1754";"0.1935";"0.0376"
"6386";"ILMN_1804562";"SLC31A1";" 8.94";"0.594";"0.3023";"0.0573";"0.0468"
"6387";"ILMN_3300744";"LOC728666";"10.59";"0.593";"0.2875";"0.0720";"0.0471"
"6388";"ILMN_2103841";"AIP";" 7.89";"0.593";"0.1524";"0.1414";"0.1128"
"6389";"ILMN_1658834";"ZC3H18";" 7.63";"0.593";"0.3411";"0.0304";"0.0353"
"6390";"ILMN_2338921";"C4orf41";" 8.28";"0.593";"0.0450";"0.3138";"0.0480"
"6391";"ILMN_1812776";"FBXO28";" 8.41";"0.593";"0.0519";"0.2102";"0.1447"
"6392";"ILMN_2381197";"RNF19A";" 6.59";"0.593";"0.1919";"0.1817";"0.0332"
"6393";"ILMN_1697227";"USP36";" 6.22";"0.593";"0.0301";"0.2075";"0.1692"
"6394";"ILMN_1677396";"NDFIP2";"10.31";"0.593";"0.0452";"0.3057";"0.0560"
"6395";"ILMN_2075927";"STK40";" 7.09";"0.593";"0.3191";"0.0571";"0.0310"
"6396";"ILMN_2090105";"TAGLN2";"11.68";"0.593";"0.0790";"0.0977";"0.2305"
"6397";"ILMN_1726752";"APTX";" 8.65";"0.593";"0.1223";"0.0549";"0.2300"
"6398";"ILMN_1812474";"TFG";"10.81";"0.593";"0.0641";"0.2176";"0.1256"
"6399";"ILMN_1782813";"DHFR";" 7.06";"0.593";"0.1115";"0.2068";"0.0891"
"6400";"ILMN_1652763";"LOC389203";" 4.93";"0.593";"0.0950";"0.2759";"0.0364"
"6401";"ILMN_1724959";"SEC31A";" 8.50";"0.593";"0.1526";"0.2226";"0.0322"
"6402";"ILMN_2411264";"BTBD1";" 8.49";"0.593";"0.0900";"0.1650";"0.1525"
"6403";"ILMN_2067656";"CCND2";"12.21";"0.592";"0.1359";"0.2274";"0.0443"
"6404";"ILMN_1719864";"PACS2";" 5.61";"0.592";"0.0293";"0.0297";"0.3486"
"6405";"ILMN_1681845";"PAPD4";" 9.25";"0.592";"0.0467";"0.2845";"0.0766"
"6406";"ILMN_1697735";"EWSR1";"10.91";"0.592";"0.1693";"0.0374";"0.2011"
"6407";"ILMN_1764361";"DUSP16";" 7.01";"0.592";"0.0366";"0.1204";"0.2510"
"6408";"ILMN_1753345";"SCAMP5";" 5.70";"0.592";"0.0334";"0.3113";"0.0635"
"6409";"ILMN_1712517";"ZNF696";" 6.33";"0.592";"0.3174";"0.0341";"0.0566"
"6410";"ILMN_2050109";"GABARAP";" 6.17";"0.592";"0.3447";"0.0338";"0.0297"
"6411";"ILMN_3214532";"LOC100131205";"11.84";"0.592";"0.0321";"0.0339";"0.3421"
"6412";"ILMN_2357781";"ZNF436";" 6.63";"0.592";"0.0843";"0.0962";"0.2278"
"6413";"ILMN_2404688";"NUPR1";" 5.44";"0.592";"0.0344";"0.0297";"0.3444"
"6414";"ILMN_2274923";"MOCS2";" 4.98";"0.592";"0.3358";"0.0429";"0.0298"
"6415";"ILMN_1757085";"NUMA1";" 5.46";"0.591";"0.1671";"0.1621";"0.0794"
"6416";"ILMN_1664537";"USP11";" 7.44";"0.591";"0.0454";"0.1414";"0.2220"
"6417";"ILMN_1714383";"TPD52L1";"11.01";"0.591";"0.0298";"0.0291";"0.3500"
"6418";"ILMN_1803597";"FGL1";" 5.97";"0.591";"0.0293";"0.1242";"0.2556"
"6419";"ILMN_1714737";"ASF1A";" 7.50";"0.591";"0.0337";"0.2774";"0.0980"
"6420";"ILMN_1676891";"CDC2L6";" 8.04";"0.591";"0.0374";"0.3295";"0.0423"
"6421";"ILMN_1806304";"ENTPD4";" 5.18";"0.591";"0.3259";"0.0519";"0.0315"
"6422";"ILMN_1717707";"PSTK";" 5.27";"0.591";"0.3492";"0.0298";"0.0301"
"6423";"ILMN_1803211";"FBXO2";" 5.94";"0.591";"0.0992";"0.1385";"0.1715"
"6424";"ILMN_3235104";"KIAA1731";" 7.45";"0.591";"0.0454";"0.2857";"0.0782"
"6425";"ILMN_1653824";"LAMC2";" 7.55";"0.591";"0.2560";"0.0516";"0.1018"
"6426";"ILMN_2126706";"LMNB1";" 8.33";"0.591";"0.0352";"0.0312";"0.3431"
"6427";"ILMN_1797579";"LOC158318";" 5.04";"0.591";"0.0391";"0.0334";"0.3370"
"6428";"ILMN_1864631";"";" 5.89";"0.590";"0.0359";"0.0597";"0.3141"
"6429";"ILMN_2067852";"SLC30A1";" 6.40";"0.590";"0.0549";"0.3153";"0.0395"
"6430";"ILMN_2307455";"UBE2A";"10.43";"0.590";"0.1799";"0.1435";"0.0863"
"6431";"ILMN_1766425";"REPS2";" 5.28";"0.590";"0.1831";"0.1956";"0.0313"
"6432";"ILMN_1714280";"FOXL2";" 5.19";"0.590";"0.0331";"0.1007";"0.2766"
"6433";"ILMN_3239236";"NCRNA00095";" 5.03";"0.590";"0.0321";"0.0313";"0.3471"
"6434";"ILMN_1731001";"ERICH1";" 8.00";"0.589";"0.2243";"0.1562";"0.0301"
"6435";"ILMN_1792568";"KRT9";" 5.91";"0.589";"0.0545";"0.2723";"0.0838"
"6436";"ILMN_1656297";"C21orf57";" 6.09";"0.589";"0.0594";"0.0609";"0.2906"
"6437";"ILMN_2222008";"KIFC1";" 9.73";"0.589";"0.1086";"0.2444";"0.0579"
"6438";"ILMN_2333865";"DNAJB12";" 8.27";"0.589";"0.0728";"0.3065";"0.0316"
"6439";"ILMN_1663532";"RIC8B";" 7.22";"0.589";"0.0920";"0.2898";"0.0292"
"6440";"ILMN_1781155";"LYN";" 9.61";"0.589";"0.0357";"0.0490";"0.3264"
"6441";"ILMN_2234229";"PRMT6";" 9.09";"0.589";"0.0318";"0.0295";"0.3497"
"6442";"ILMN_1759628";"ATP1B3";"11.99";"0.589";"0.1396";"0.2068";"0.0649"
"6443";"ILMN_2335398";"CECR5";" 6.61";"0.589";"0.2703";"0.1120";"0.0290"
"6444";"ILMN_3237679";"PTAR1";" 6.88";"0.589";"0.0427";"0.2959";"0.0727"
"6445";"ILMN_3247261";"RAPGEF2";" 6.66";"0.589";"0.1185";"0.2343";"0.0586"
"6446";"ILMN_1717745";"TIAL1";" 8.89";"0.588";"0.3163";"0.0660";"0.0292"
"6447";"ILMN_2327974";"CORO2A";" 7.23";"0.588";"0.0377";"0.3450";"0.0291"
"6448";"ILMN_3269405";"HNRNPM";"11.98";"0.588";"0.1531";"0.2288";"0.0298"
"6449";"ILMN_1708064";"MAP4";" 5.43";"0.588";"0.1151";"0.1339";"0.1627"
"6450";"ILMN_1752226";"P2RY11";" 6.16";"0.588";"0.0414";"0.2675";"0.1029"
"6451";"ILMN_1808110";"TCEB3";" 7.51";"0.588";"0.0961";"0.0408";"0.2751"
"6452";"ILMN_1879857";"";" 5.24";"0.588";"0.1305";"0.2444";"0.0372"
"6453";"ILMN_1678504";"RHOT1";" 8.75";"0.588";"0.0660";"0.2748";"0.0713"
"6454";"ILMN_1808374";"SNTB2";" 9.82";"0.588";"0.2763";"0.0701";"0.0657"
"6455";"ILMN_1778319";"DMKN";" 8.79";"0.588";"0.2408";"0.0526";"0.1190"
"6456";"ILMN_1802089";"SYMPK";" 6.88";"0.588";"0.0294";"0.3054";"0.0775"
"6457";"ILMN_3229052";"SNRNP35";" 5.53";"0.588";"0.3496";"0.0318";"0.0311"
"6458";"ILMN_1659095";"LOC644029";"14.04";"0.587";"0.0975";"0.2687";"0.0464"
"6459";"ILMN_1698307";"DBNL";"10.74";"0.587";"0.1908";"0.0553";"0.1668"
"6460";"ILMN_1785661";"FAM108B1";" 9.35";"0.587";"0.3436";"0.0326";"0.0367"
"6461";"ILMN_3200140";"LOC645638";" 6.29";"0.587";"0.0719";"0.0962";"0.2449"
"6462";"ILMN_3206312";"LOC643873";" 6.62";"0.587";"0.1278";"0.0697";"0.2154"
"6463";"ILMN_2364852";"BTN2A1";" 7.47";"0.587";"0.0402";"0.0469";"0.3260"
"6464";"ILMN_1849941";"";" 5.11";"0.587";"0.0344";"0.3399";"0.0389"
"6465";"ILMN_3247223";"TPBG";" 7.74";"0.587";"0.3482";"0.0343";"0.0306"
"6466";"ILMN_1662426";"AP2S1";"11.05";"0.587";"0.1149";"0.1028";"0.1955"
"6467";"ILMN_2248970";"OAS2";" 6.83";"0.587";"0.3388";"0.0345";"0.0400"
"6468";"ILMN_1880521";"";" 5.96";"0.587";"0.1483";"0.1293";"0.1359"
"6469";"ILMN_1815039";"C6orf153";"10.33";"0.586";"0.2741";"0.0610";"0.0785"
