"";"ID";"SYMBOL";"c1Mean";"c0Mean";"c1c0log2FC";"c1stderr";"c0stderr";"c0c1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"173";"ILMN_1831943";"";" 6.08";" 5.66";" 0.4234";"0.058927";"0.03970";"0.07105";"0.0185";"0.0022";"0.977";"0.0020"
"174";"ILMN_1749210";"BUD13";" 7.67";" 7.94";"-0.2613";"0.051396";"0.01818";"0.05452";"0.0156";"0.0058";"0.977";"0.0014"
"175";"ILMN_2385178";"MIB2";" 6.29";" 7.08";"-0.7891";"0.032898";"0.06914";"0.07657";"0.0059";"0.0158";"0.977";"0.0015"
"176";"ILMN_1891857";"";" 7.08";" 6.53";" 0.5551";"0.054663";"0.05307";"0.07619";"0.0136";"0.0049";"0.977";"0.0048"
"177";"ILMN_1662328";"CNNM3";" 8.13";" 8.51";"-0.3866";"0.022666";"0.04014";"0.04609";"0.0158";"0.0043";"0.976";"0.0042"
"178";"ILMN_1756126";"STUB1";" 8.39";" 8.90";"-0.5144";"0.045639";"0.04865";"0.06671";"0.0120";"0.0092";"0.975";"0.0040"
"179";"ILMN_2367384";"EPHB2";" 6.06";" 5.86";" 0.1956";"0.022964";"0.01968";"0.03025";"0.0201";"0.0031";"0.975";"0.0023"
"180";"ILMN_1744240";"WDR67";" 7.67";" 6.67";" 1.0020";"0.075170";"0.09855";"0.12394";"0.0131";"0.0084";"0.975";"0.0039"
"181";"ILMN_1746206";"AZI1";" 8.47";" 9.03";"-0.5581";"0.094338";"0.03993";"0.10244";"0.0108";"0.0078";"0.974";"0.0070"
"182";"ILMN_1806463";"CTAGE6";" 6.30";" 5.74";" 0.5689";"0.001725";"0.06010";"0.06012";"0.0150";"0.0077";"0.974";"0.0029"
"183";"ILMN_3188005";"LOC100127913";" 5.90";" 6.14";"-0.2455";"0.040764";"0.02128";"0.04598";"0.0188";"0.0052";"0.974";"0.0018"
"184";"ILMN_2307740";"CD46";" 9.79";" 9.19";" 0.6052";"0.073179";"0.05706";"0.09280";"0.0157";"0.0039";"0.974";"0.0064"
"185";"ILMN_2336133";"SULT1A4";" 5.93";" 6.31";"-0.3807";"0.037179";"0.03817";"0.05328";"0.0169";"0.0034";"0.974";"0.0058"
"186";"ILMN_1882590";"";" 7.21";" 7.64";"-0.4302";"0.028544";"0.04387";"0.05234";"0.0149";"0.0096";"0.973";"0.0021"
"187";"ILMN_1730999";"TPR";" 8.38";" 7.17";" 1.2191";"0.021368";"0.12951";"0.13127";"0.0157";"0.0082";"0.973";"0.0027"
"188";"ILMN_1677363";"LOC650683";" 5.41";" 5.98";"-0.5662";"0.040462";"0.05492";"0.06822";"0.0119";"0.0115";"0.973";"0.0035"
"189";"ILMN_1778013";"PDPR";" 7.98";" 8.37";"-0.3925";"0.066101";"0.03505";"0.07482";"0.0213";"0.0037";"0.973";"0.0021"
"190";"ILMN_3245151";"URB1";" 5.65";" 5.18";" 0.4693";"0.038733";"0.04757";"0.06134";"0.0160";"0.0090";"0.973";"0.0021"
"191";"ILMN_1665831";"CLPTM1";" 9.16";" 9.36";"-0.1955";"0.013969";"0.02047";"0.02478";"0.0175";"0.0048";"0.973";"0.0050"
"192";"ILMN_1737588";"C21orf33";"10.21";"10.83";"-0.6262";"0.006462";"0.06170";"0.06204";"0.0103";"0.0152";"0.973";"0.0019"
"193";"ILMN_3239378";"TADA2B";" 6.29";" 6.86";"-0.5761";"0.075620";"0.05690";"0.09464";"0.0210";"0.0042";"0.973";"0.0023"
"194";"ILMN_2094776";"CCNL1";" 7.92";" 7.33";" 0.5943";"0.058517";"0.05841";"0.08268";"0.0154";"0.0067";"0.973";"0.0054"
"195";"ILMN_1785900";"LOC653108";" 7.11";" 6.09";" 1.0190";"0.043097";"0.10788";"0.11617";"0.0163";"0.0089";"0.972";"0.0025"
"196";"ILMN_2344002";"SIP1";" 8.81";" 8.39";" 0.4163";"0.036998";"0.04135";"0.05548";"0.0151";"0.0078";"0.972";"0.0049"
"197";"ILMN_1706839";"TCERG1";" 8.41";" 7.81";" 0.5995";"0.040531";"0.06396";"0.07572";"0.0189";"0.0039";"0.972";"0.0052"
"198";"ILMN_1793040";"ADAMTSL5";" 7.79";" 8.20";"-0.4031";"0.055028";"0.03759";"0.06664";"0.0175";"0.0028";"0.972";"0.0080"
"199";"ILMN_1688413";"SNW1";" 8.72";" 8.42";" 0.2995";"0.047696";"0.02484";"0.05378";"0.0148";"0.0122";"0.972";"0.0015"
"200";"ILMN_1684402";"STXBP5";" 7.19";" 6.80";" 0.3910";"0.004762";"0.03935";"0.03964";"0.0116";"0.0149";"0.971";"0.0021"
"201";"ILMN_3179946";"LOC100127925";" 5.21";" 4.92";" 0.2864";"0.060807";"0.01848";"0.06355";"0.0169";"0.0108";"0.971";"0.0014"
"202";"ILMN_3280695";"LOC100131403";" 4.73";" 5.00";"-0.2731";"0.014179";"0.02979";"0.03299";"0.0197";"0.0045";"0.971";"0.0049"
"203";"ILMN_1661636";"ZMYM2";" 8.03";" 7.15";" 0.8856";"0.023089";"0.09775";"0.10044";"0.0195";"0.0064";"0.971";"0.0032"
"204";"ILMN_1676237";"ZNF460";" 5.48";" 5.21";" 0.2708";"0.057861";"0.01362";"0.05944";"0.0115";"0.0055";"0.971";"0.0121"
"205";"ILMN_1707791";"TAZ";" 5.96";" 6.23";"-0.2735";"0.023130";"0.02916";"0.03722";"0.0207";"0.0023";"0.971";"0.0063"
"206";"ILMN_1727218";"ZBTB6";" 5.20";" 4.81";" 0.3846";"0.037633";"0.03931";"0.05442";"0.0184";"0.0046";"0.971";"0.0063"
"207";"ILMN_1783546";"CARKD";" 8.85";" 9.25";"-0.3985";"0.039907";"0.03729";"0.05462";"0.0125";"0.0125";"0.971";"0.0045"
"208";"ILMN_1722642";"REEP3";" 7.95";" 7.04";" 0.9076";"0.085422";"0.08646";"0.12154";"0.0129";"0.0123";"0.971";"0.0044"
"209";"ILMN_3248562";"SNORD49A";" 6.15";" 6.56";"-0.4112";"0.082072";"0.03325";"0.08855";"0.0235";"0.0039";"0.971";"0.0021"
"210";"ILMN_1656900";"SULT1A1";" 6.51";" 7.19";"-0.6742";"0.020213";"0.07560";"0.07826";"0.0214";"0.0039";"0.970";"0.0047"
"211";"ILMN_1718808";"AKAP10";" 6.13";" 5.76";" 0.3669";"0.018317";"0.04171";"0.04555";"0.0243";"0.0024";"0.970";"0.0036"
"212";"ILMN_3235539";"LOC729859";" 4.94";" 5.68";"-0.7397";"0.124611";"0.05355";"0.13563";"0.0110";"0.0122";"0.970";"0.0071"
"213";"ILMN_3236211";"DGCR11";" 5.97";" 6.23";"-0.2652";"0.050800";"0.02157";"0.05519";"0.0214";"0.0071";"0.970";"0.0019"
"214";"ILMN_2231608";"LOC441294";" 6.06";" 5.56";" 0.4952";"0.042897";"0.05302";"0.06820";"0.0213";"0.0025";"0.970";"0.0066"
"215";"ILMN_1716057";"CAPN2";" 8.38";" 8.75";"-0.3668";"0.031012";"0.03253";"0.04494";"0.0084";"0.0194";"0.969";"0.0028"
"216";"ILMN_1756705";"CHTF18";" 7.32";" 7.64";"-0.3203";"0.046498";"0.02582";"0.05319";"0.0111";"0.0187";"0.969";"0.0012"
"217";"ILMN_1658104";"KBTBD6";" 5.94";" 5.17";" 0.7681";"0.135919";"0.05730";"0.14750";"0.0136";"0.0083";"0.969";"0.0093"
"218";"ILMN_2286334";"SR140";" 8.60";" 7.43";" 1.1752";"0.153499";"0.10493";"0.18594";"0.0137";"0.0114";"0.969";"0.0062"
"219";"ILMN_2212690";"ZC3H7A";" 6.17";" 5.73";" 0.4399";"0.043738";"0.04634";"0.06372";"0.0214";"0.0028";"0.969";"0.0072"
"220";"ILMN_1823231";"";" 7.67";" 8.22";"-0.5535";"0.055300";"0.05864";"0.08060";"0.0221";"0.0068";"0.968";"0.0027"
"221";"ILMN_1756910";"PLA2G15";" 7.01";" 7.54";"-0.5377";"0.110085";"0.03317";"0.11497";"0.0136";"0.0055";"0.968";"0.0125"
"222";"ILMN_1709101";"AKAP13";" 6.15";" 6.47";"-0.3226";"0.060702";"0.02864";"0.06712";"0.0264";"0.0030";"0.968";"0.0024"
"223";"ILMN_2399622";"AP1G1";" 8.03";" 7.53";" 0.4909";"0.039789";"0.05377";"0.06689";"0.0230";"0.0061";"0.968";"0.0030"
"224";"ILMN_2374692";"WAC";" 9.80";" 9.34";" 0.4608";"0.098852";"0.02671";"0.10240";"0.0145";"0.0028";"0.968";"0.0148"
"225";"ILMN_3242977";"FLJ33630";" 5.99";" 5.54";" 0.4539";"0.089608";"0.02834";"0.09398";"0.0123";"0.0095";"0.968";"0.0106"
"226";"ILMN_1687896";"PIK3C3";" 7.56";" 7.31";" 0.2477";"0.016754";"0.02826";"0.03285";"0.0264";"0.0028";"0.967";"0.0036"
"227";"ILMN_1751776";"CKAP2L";" 9.00";" 7.79";" 1.2107";"0.107596";"0.12470";"0.16470";"0.0179";"0.0096";"0.967";"0.0057"
"228";"ILMN_1721046";"PTMS";" 7.75";" 8.28";"-0.5288";"0.081018";"0.04797";"0.09415";"0.0188";"0.0046";"0.967";"0.0098"
"229";"ILMN_1686097";"TOP2A";"11.38";"10.50";" 0.8747";"0.046513";"0.09878";"0.10918";"0.0236";"0.0061";"0.967";"0.0034"
"230";"ILMN_1807277";"IFI30";" 7.13";" 7.68";"-0.5450";"0.044556";"0.05706";"0.07239";"0.0185";"0.0094";"0.967";"0.0056"
"231";"ILMN_1775965";"PPP4R4";" 8.67";" 8.08";" 0.5920";"0.056722";"0.06348";"0.08513";"0.0227";"0.0036";"0.966";"0.0074"
"232";"ILMN_1734153";"GDI1";" 7.81";" 8.16";"-0.3518";"0.007697";"0.04121";"0.04192";"0.0264";"0.0030";"0.966";"0.0044"
"233";"ILMN_1656910";"TRIM6";" 7.50";" 7.67";"-0.1787";"0.040303";"0.01233";"0.04215";"0.0236";"0.0085";"0.966";"0.0019"
"234";"ILMN_1752351";"LAMP2";" 9.91";" 9.41";" 0.5016";"0.006906";"0.05559";"0.05602";"0.0195";"0.0108";"0.966";"0.0039"
"235";"ILMN_1718182";"THRA";" 5.06";" 5.57";"-0.5121";"0.017136";"0.05884";"0.06128";"0.0244";"0.0044";"0.966";"0.0054"
"236";"ILMN_1670640";"ZNF664";" 6.30";" 5.43";" 0.8708";"0.058938";"0.08021";"0.09953";"0.0089";"0.0240";"0.966";"0.0013"
"237";"ILMN_1674128";"CWC22";" 5.91";" 5.25";" 0.6580";"0.072171";"0.06693";"0.09843";"0.0196";"0.0077";"0.966";"0.0072"
"238";"ILMN_2041161";"DENND4A";" 6.38";" 5.77";" 0.6038";"0.058306";"0.06278";"0.08568";"0.0197";"0.0082";"0.966";"0.0066"
"239";"ILMN_2409706";"WDR20";" 7.10";" 7.26";"-0.1532";"0.015805";"0.01705";"0.02325";"0.0283";"0.0031";"0.965";"0.0034"
"240";"ILMN_2191929";"C9orf6";" 8.43";" 7.68";" 0.7468";"0.100557";"0.07038";"0.12274";"0.0178";"0.0092";"0.965";"0.0080"
"241";"ILMN_1677385";"C8orf40";" 8.56";" 8.89";"-0.3282";"0.057463";"0.02665";"0.06334";"0.0169";"0.0071";"0.965";"0.0110"
"242";"ILMN_1765109";"TNFRSF25";" 5.47";" 6.01";"-0.5393";"0.071882";"0.05124";"0.08828";"0.0181";"0.0091";"0.965";"0.0081"
"243";"ILMN_1756779";"CLTC";" 8.21";" 7.36";" 0.8512";"0.006851";"0.09111";"0.09137";"0.0160";"0.0162";"0.965";"0.0032"
"244";"ILMN_1682495";"FOXP1";" 5.88";" 5.24";" 0.6335";"0.050417";"0.06298";"0.08067";"0.0141";"0.0194";"0.965";"0.0019"
"245";"ILMN_2332105";"WRNIP1";" 8.89";" 9.09";"-0.2002";"0.016031";"0.02242";"0.02756";"0.0254";"0.0031";"0.964";"0.0074"
"246";"ILMN_2122374";"FAM49B";" 9.36";" 8.71";" 0.6532";"0.141032";"0.03677";"0.14575";"0.0141";"0.0076";"0.964";"0.0146"
"247";"ILMN_2357062";"IL1RAP";" 6.28";" 5.68";" 0.5967";"0.037249";"0.06312";"0.07329";"0.0175";"0.0165";"0.964";"0.0025"
"248";"ILMN_3239060";"KRBA1";" 7.17";" 7.68";"-0.5099";"0.010144";"0.04908";"0.05012";"0.0091";"0.0258";"0.963";"0.0020"
"249";"ILMN_3234979";"COQ4";" 4.92";" 5.21";"-0.2894";"0.052809";"0.02178";"0.05712";"0.0151";"0.0111";"0.963";"0.0107"
"250";"ILMN_1807423";"IGF2BP3";"10.09";" 9.61";" 0.4816";"0.054793";"0.04805";"0.07288";"0.0186";"0.0167";"0.963";"0.0021"
"251";"ILMN_1807807";"SKA2";" 7.83";" 7.43";" 0.3965";"0.079271";"0.02519";"0.08318";"0.0133";"0.0126";"0.963";"0.0116"
"252";"ILMN_2397230";"USP16";" 8.48";" 7.83";" 0.6560";"0.122443";"0.05250";"0.13322";"0.0190";"0.0050";"0.962";"0.0136"
"253";"ILMN_1669015";"XPNPEP1";" 9.92";"10.09";"-0.1697";"0.007625";"0.01959";"0.02103";"0.0257";"0.0059";"0.962";"0.0060"
"254";"ILMN_2402947";"USP14";" 6.77";" 5.94";" 0.8315";"0.029806";"0.08584";"0.09087";"0.0138";"0.0213";"0.962";"0.0032"
"255";"ILMN_1683980";"PLEKHM2";" 9.53";" 9.86";"-0.3254";"0.008449";"0.03288";"0.03395";"0.0120";"0.0245";"0.961";"0.0020"
"256";"ILMN_1691927";"BTBD1";" 7.81";" 7.38";" 0.4334";"0.055037";"0.03909";"0.06751";"0.0137";"0.0191";"0.961";"0.0060"
"257";"ILMN_1671154";"TMPRSS13";" 5.62";" 6.30";"-0.6780";"0.059473";"0.07424";"0.09513";"0.0237";"0.0078";"0.961";"0.0073"
"258";"ILMN_3232696";"LOC729816";"11.43";"11.09";" 0.3364";"0.017851";"0.03221";"0.03682";"0.0099";"0.0268";"0.961";"0.0026"
"259";"ILMN_1668639";"TBC1D10B";" 5.78";" 6.35";"-0.5704";"0.025701";"0.06734";"0.07208";"0.0288";"0.0065";"0.960";"0.0043"
"260";"ILMN_1664186";"MFN1";" 6.50";" 5.71";" 0.7838";"0.105245";"0.08053";"0.13252";"0.0251";"0.0039";"0.960";"0.0108"
"261";"ILMN_2203147";"TMPRSS12";" 4.91";" 5.38";"-0.4693";"0.123898";"0.02683";"0.12677";"0.0322";"0.0053";"0.960";"0.0024"
"262";"ILMN_1847822";"KIAA0368";" 9.71";" 9.51";" 0.2089";"0.025163";"0.02176";"0.03326";"0.0236";"0.0074";"0.960";"0.0092"
"263";"ILMN_1785266";"OFD1";" 6.33";" 5.87";" 0.4608";"0.081294";"0.04553";"0.09317";"0.0325";"0.0047";"0.960";"0.0030"
"264";"ILMN_3229033";"LOC732360";" 6.83";" 6.04";" 0.7918";"0.155861";"0.05652";"0.16579";"0.0163";"0.0116";"0.959";"0.0133"
"265";"ILMN_1761912";"MGAT1";" 7.83";" 8.23";"-0.4025";"0.014710";"0.04748";"0.04971";"0.0280";"0.0071";"0.959";"0.0062"
"266";"ILMN_1653822";"NEK2";" 7.51";" 6.51";" 1.0012";"0.045149";"0.11198";"0.12073";"0.0217";"0.0146";"0.959";"0.0052"
"267";"ILMN_1712944";"AES";"10.40";"10.73";"-0.3309";"0.045612";"0.03302";"0.05631";"0.0229";"0.0085";"0.958";"0.0103"
"268";"ILMN_1679188";"ATP5S";" 8.14";" 8.41";"-0.2667";"0.044935";"0.02338";"0.05065";"0.0198";"0.0104";"0.958";"0.0118"
"269";"ILMN_2381758";"G3BP2";" 9.35";" 8.69";" 0.6681";"0.042169";"0.06504";"0.07751";"0.0114";"0.0279";"0.958";"0.0032"
"270";"ILMN_1755215";"SAMD5";" 7.08";" 5.95";" 1.1301";"0.055669";"0.11836";"0.13080";"0.0156";"0.0231";"0.958";"0.0039"
"271";"ILMN_1783026";"RNPC3";" 5.94";" 5.47";" 0.4670";"0.023608";"0.05690";"0.06160";"0.0343";"0.0034";"0.957";"0.0049"
"272";"ILMN_1800889";"FIG4";" 6.68";" 6.22";" 0.4585";"0.074130";"0.04715";"0.08785";"0.0323";"0.0077";"0.957";"0.0031"
"273";"ILMN_3226291";"LOC728820";"10.37";"10.72";"-0.3481";"0.047170";"0.03240";"0.05722";"0.0169";"0.0186";"0.957";"0.0077"
"274";"ILMN_1812557";"CDK5RAP3";" 9.27";" 9.49";"-0.2141";"0.041215";"0.01711";"0.04463";"0.0204";"0.0076";"0.957";"0.0153"
"275";"ILMN_1651504";"FAM193A";" 7.11";" 7.49";"-0.3813";"0.088992";"0.01906";"0.09101";"0.0163";"0.0065";"0.957";"0.0205"
"276";"ILMN_1745697";"MGRN1";" 5.75";" 6.20";"-0.4501";"0.107185";"0.02063";"0.10915";"0.0162";"0.0053";"0.957";"0.0217"
"277";"ILMN_1737949";"GALNS";" 5.97";" 6.85";"-0.8757";"0.043009";"0.10266";"0.11130";"0.0280";"0.0089";"0.957";"0.0067"
"278";"ILMN_2300970";"ETFB";"11.60";"11.94";"-0.3387";"0.013356";"0.03650";"0.03887";"0.0175";"0.0245";"0.955";"0.0027"
"279";"ILMN_1692413";"NMNAT1";" 5.98";" 6.32";"-0.3444";"0.071058";"0.02630";"0.07577";"0.0220";"0.0211";"0.955";"0.0019"
"280";"ILMN_1786429";"P2RY5";" 6.66";" 6.04";" 0.6113";"0.036115";"0.06431";"0.07376";"0.0166";"0.0262";"0.955";"0.0024"
"281";"ILMN_1812096";"CADM4";" 6.52";" 6.89";"-0.3634";"0.066292";"0.03149";"0.07339";"0.0225";"0.0077";"0.955";"0.0150"
"282";"ILMN_2405642";"DHDDS";" 7.54";" 7.84";"-0.3003";"0.021852";"0.03512";"0.04136";"0.0301";"0.0071";"0.955";"0.0082"
"283";"ILMN_1698728";"FGD4";" 5.35";" 4.81";" 0.5354";"0.017911";"0.06585";"0.06824";"0.0344";"0.0040";"0.954";"0.0074"
"284";"ILMN_2115991";"TNNT1";" 7.16";" 7.57";"-0.4062";"0.084887";"0.03000";"0.09003";"0.0211";"0.0231";"0.954";"0.0018"
"285";"ILMN_1758311";"NET1";" 9.90";" 9.16";" 0.7401";"0.110392";"0.06372";"0.12746";"0.0146";"0.0240";"0.954";"0.0076"
"286";"ILMN_1712773";"SPAG1";" 6.28";" 5.64";" 0.6500";"0.121226";"0.04749";"0.13020";"0.0146";"0.0207";"0.954";"0.0109"
"287";"ILMN_1712718";"BPNT1";" 5.64";" 6.57";"-0.9233";"0.155277";"0.08676";"0.17787";"0.0248";"0.0072";"0.954";"0.0143"
"288";"ILMN_2096654";"COMMD4";"10.45";"10.91";"-0.4594";"0.097527";"0.03357";"0.10314";"0.0216";"0.0050";"0.954";"0.0199"
"289";"ILMN_1802331";"NFATC2IP";" 5.20";" 4.91";" 0.2950";"0.065340";"0.02392";"0.06958";"0.0312";"0.0128";"0.954";"0.0026"
"290";"ILMN_1658885";"DAGLB";" 7.92";" 8.44";"-0.5173";"0.050808";"0.05267";"0.07318";"0.0178";"0.0227";"0.953";"0.0061"
"291";"ILMN_1652631";"GLIPR2";" 6.12";" 6.96";"-0.8343";"0.155742";"0.07101";"0.17116";"0.0225";"0.0087";"0.953";"0.0157"
"292";"ILMN_1788387";"UGCGL2";" 6.59";" 5.71";" 0.8833";"0.207082";"0.04911";"0.21282";"0.0190";"0.0050";"0.953";"0.0234"
"293";"ILMN_1685870";"HYDIN";" 5.29";" 5.20";" 0.0855";"0.000136";"0.01066";"0.01066";"0.0358";"0.0052";"0.953";"0.0064"
"294";"ILMN_2191436";"POLA1";" 8.43";" 7.78";" 0.6545";"0.004958";"0.06756";"0.06774";"0.0130";"0.0320";"0.953";"0.0024"
"295";"ILMN_2144574";"CTBS";" 5.77";" 6.08";"-0.3024";"0.082931";"0.01717";"0.08469";"0.0371";"0.0077";"0.953";"0.0027"
"296";"ILMN_1786470";"C1orf74";" 6.80";" 7.06";"-0.2609";"0.024984";"0.03120";"0.03997";"0.0375";"0.0062";"0.952";"0.0045"
"297";"ILMN_1809708";"KCTD21";" 5.15";" 5.70";"-0.5560";"0.029753";"0.05697";"0.06427";"0.0141";"0.0321";"0.952";"0.0021"
"298";"ILMN_2247988";"MOCS1";" 5.23";" 5.68";"-0.4480";"0.030892";"0.05543";"0.06345";"0.0392";"0.0041";"0.952";"0.0052"
"299";"ILMN_1717180";"MTMR6";" 7.08";" 6.46";" 0.6266";"0.036391";"0.07654";"0.08475";"0.0354";"0.0082";"0.952";"0.0049"
"300";"ILMN_1685676";"TTC9C";" 5.41";" 5.85";"-0.4323";"0.036568";"0.05121";"0.06293";"0.0338";"0.0051";"0.951";"0.0098"
"301";"ILMN_1652753";"PAAF1";" 8.99";" 9.44";"-0.4480";"0.051531";"0.04853";"0.07079";"0.0268";"0.0126";"0.951";"0.0099"
"302";"ILMN_1771523";"PRKACB";" 6.15";" 5.45";" 0.7075";"0.015820";"0.08517";"0.08663";"0.0301";"0.0130";"0.951";"0.0062"
"303";"ILMN_1790909";"NFE2L2";"11.22";"10.29";" 0.9251";"0.124467";"0.09686";"0.15772";"0.0270";"0.0196";"0.951";"0.0029"
"304";"ILMN_1711452";"UEVLD";" 6.34";" 5.70";" 0.6421";"0.063534";"0.07088";"0.09519";"0.0261";"0.0147";"0.951";"0.0086"
"305";"ILMN_1763310";"LOC654260";" 6.31";" 6.76";"-0.4503";"0.074648";"0.04223";"0.08577";"0.0239";"0.0128";"0.950";"0.0135"
"306";"ILMN_2069128";"EPB41L2";" 6.31";" 5.73";" 0.5804";"0.133708";"0.04550";"0.14124";"0.0324";"0.0155";"0.950";"0.0026"
"307";"ILMN_3236556";"UBXN2B";" 6.93";" 6.21";" 0.7192";"0.018872";"0.07234";"0.07477";"0.0116";"0.0370";"0.950";"0.0020"
"308";"ILMN_2108938";"FNBP4";" 9.02";" 8.76";" 0.2672";"0.054455";"0.02141";"0.05851";"0.0238";"0.0074";"0.949";"0.0196"
"309";"ILMN_1692707";"C2orf79";" 7.19";" 7.87";"-0.6805";"0.088632";"0.07712";"0.11748";"0.0364";"0.0107";"0.949";"0.0039"
"310";"ILMN_1684922";"LOC644322";" 4.96";" 4.85";" 0.1157";"0.002492";"0.01456";"0.01477";"0.0379";"0.0076";"0.948";"0.0061"
"311";"ILMN_1758963";"NADK";" 5.91";" 6.45";"-0.5401";"0.065806";"0.04941";"0.08229";"0.0135";"0.0324";"0.948";"0.0057"
"312";"ILMN_2189936";"RPL36AL";"11.67";"11.10";" 0.5699";"0.020198";"0.06692";"0.06990";"0.0270";"0.0190";"0.948";"0.0060"
"313";"ILMN_2388507";"AKT1";"10.27";"10.50";"-0.2343";"0.016703";"0.02669";"0.03148";"0.0260";"0.0188";"0.948";"0.0071"
"314";"ILMN_3239912";"HSFYP1";" 4.77";" 4.93";"-0.1650";"0.002418";"0.02034";"0.02048";"0.0337";"0.0126";"0.948";"0.0057"
"315";"ILMN_1780842";"RANBP6";" 7.50";" 6.85";" 0.6481";"0.101412";"0.06748";"0.12181";"0.0320";"0.0042";"0.948";"0.0159"
"316";"ILMN_2157544";"GBF1";" 6.43";" 6.94";"-0.5090";"0.036020";"0.06049";"0.07040";"0.0322";"0.0113";"0.948";"0.0086"
"317";"ILMN_2304186";"MITF";" 7.95";" 7.21";" 0.7393";"0.019766";"0.09399";"0.09605";"0.0402";"0.0055";"0.948";"0.0063"
"318";"ILMN_1728676";"KIAA0196";" 9.80";" 9.50";" 0.2963";"0.077807";"0.02007";"0.08035";"0.0389";"0.0111";"0.947";"0.0029"
"319";"ILMN_1669064";"ZNF823";" 6.94";" 6.37";" 0.5727";"0.095730";"0.05281";"0.10933";"0.0229";"0.0169";"0.947";"0.0132"
"320";"ILMN_2163306";"FAM120A";"11.27";"11.06";" 0.2073";"0.027617";"0.02198";"0.03530";"0.0280";"0.0132";"0.947";"0.0118"
"321";"ILMN_1804451";"LEO1";" 7.07";" 6.19";" 0.8786";"0.090588";"0.08660";"0.12532";"0.0158";"0.0315";"0.947";"0.0056"
"322";"ILMN_2372011";"SCAND1";" 6.33";" 6.78";"-0.4556";"0.016786";"0.05402";"0.05656";"0.0284";"0.0182";"0.947";"0.0063"
"323";"ILMN_1790973";"CDS2";" 7.18";" 7.66";"-0.4878";"0.037830";"0.05907";"0.07014";"0.0363";"0.0068";"0.947";"0.0100"
"324";"ILMN_1776375";"PIN1";"10.37";"10.59";"-0.2263";"0.000760";"0.02775";"0.02776";"0.0326";"0.0148";"0.947";"0.0060"
"325";"ILMN_3278070";"LOC100131336";"10.09";" 9.12";" 0.9667";"0.189174";"0.07904";"0.20502";"0.0224";"0.0140";"0.947";"0.0171"
"326";"ILMN_3251506";"ZNF69";" 6.45";" 5.79";" 0.6552";"0.048844";"0.07114";"0.08629";"0.0208";"0.0268";"0.946";"0.0060"
"327";"ILMN_1686748";"TMEM9";" 7.22";" 7.56";"-0.3429";"0.044555";"0.03709";"0.05797";"0.0296";"0.0124";"0.946";"0.0120"
"328";"ILMN_2203588";"MYL5";" 6.08";" 6.52";"-0.4407";"0.017997";"0.05577";"0.05860";"0.0402";"0.0081";"0.946";"0.0060"
"329";"ILMN_1688152";"IL27RA";" 6.51";" 7.14";"-0.6218";"0.088435";"0.06733";"0.11115";"0.0329";"0.0071";"0.946";"0.0145"
"330";"ILMN_1718069";"MIS12";" 9.83";" 9.34";" 0.4831";"0.112397";"0.02994";"0.11632";"0.0214";"0.0081";"0.945";"0.0251"
"331";"ILMN_1651315";"HMG20B";" 9.56";" 9.86";"-0.3047";"0.011448";"0.03938";"0.04101";"0.0444";"0.0037";"0.945";"0.0066"
"332";"ILMN_1798533";"ZNF22";" 8.02";" 7.41";" 0.6091";"0.027277";"0.07473";"0.07956";"0.0346";"0.0124";"0.945";"0.0079"
"333";"ILMN_1652085";"MPHOSPH10";" 9.19";" 8.10";" 1.0871";"0.158875";"0.11344";"0.19522";"0.0293";"0.0121";"0.945";"0.0135"
"334";"ILMN_1695000";"TFIP11";" 7.06";" 6.64";" 0.4238";"0.070871";"0.04240";"0.08259";"0.0305";"0.0080";"0.945";"0.0168"
"335";"ILMN_2063586";"CLIC4";" 8.72";" 8.09";" 0.6279";"0.066248";"0.07726";"0.10177";"0.0448";"0.0062";"0.944";"0.0051"
"336";"ILMN_1740842";"SALL2";" 5.56";" 6.44";"-0.8767";"0.206482";"0.05381";"0.21338";"0.0221";"0.0076";"0.944";"0.0266"
"337";"ILMN_1745778";"SLC45A4";" 5.66";" 6.05";"-0.3854";"0.000177";"0.04203";"0.04204";"0.0173";"0.0358";"0.944";"0.0033"
"338";"ILMN_1812479";"ATE1";" 6.08";" 5.59";" 0.4908";"0.125682";"0.01613";"0.12671";"0.0178";"0.0092";"0.943";"0.0299"
"339";"ILMN_2347314";"ARNT";" 5.45";" 6.04";"-0.5884";"0.144823";"0.04237";"0.15089";"0.0339";"0.0205";"0.943";"0.0026"
"340";"ILMN_1694041";"PDCL";" 7.03";" 6.42";" 0.6062";"0.046042";"0.07493";"0.08794";"0.0397";"0.0122";"0.943";"0.0051"
"341";"ILMN_1698330";"NIT1";" 5.12";" 5.59";"-0.4651";"0.016719";"0.04863";"0.05142";"0.0145";"0.0403";"0.943";"0.0023"
"342";"ILMN_1790202";"C1orf35";" 7.19";" 7.49";"-0.3036";"0.064389";"0.02277";"0.06830";"0.0226";"0.0143";"0.943";"0.0205"
"343";"ILMN_1664367";"COQ6";" 5.87";" 6.52";"-0.6535";"0.007395";"0.08422";"0.08454";"0.0422";"0.0080";"0.943";"0.0071"
"344";"ILMN_1762312";"FOXRED1";" 8.74";" 9.01";"-0.2645";"0.004637";"0.03188";"0.03222";"0.0299";"0.0219";"0.942";"0.0060"
