"";"ID";"SYMBOL";"c1Mean";"c0Mean";"c1c0log2FC";"c1stderr";"c0stderr";"c0c1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"2792";"ILMN_2400352";"LRDD";" 5.94";" 6.43";"-0.4901";"0.162719";"0.08530";"0.18372";"0.2524";"0.0740";"0.440";"0.2341"
"2793";"ILMN_1688565";"ZNF580";" 8.52";" 8.87";"-0.3473";"0.054310";"0.07755";"0.09468";"0.3111";"0.1751";"0.439";"0.0747"
"2794";"ILMN_2408240";"DTNBP1";" 5.10";" 5.40";"-0.2998";"0.120402";"0.05229";"0.13127";"0.3509";"0.1907";"0.439";"0.0196"
"2795";"ILMN_1869109";"";"11.90";"11.29";" 0.6156";"0.078633";"0.15228";"0.17138";"0.4341";"0.0903";"0.439";"0.0368"
"2796";"ILMN_1709800";"POMZP3";" 7.03";" 7.45";"-0.4202";"0.099043";"0.08619";"0.13129";"0.2810";"0.1689";"0.439";"0.1115"
"2797";"ILMN_1742250";"CCNH";" 7.57";" 6.91";" 0.6544";"0.216817";"0.08180";"0.23173";"0.1139";"0.2652";"0.438";"0.1825"
"2798";"ILMN_1717477";"PSD3";" 7.87";" 6.77";" 1.0968";"0.255065";"0.24498";"0.35366";"0.3701";"0.0655";"0.438";"0.1263"
"2799";"ILMN_2183784";"TTC12";" 6.33";" 6.64";"-0.3092";"0.094096";"0.06113";"0.11221";"0.3175";"0.0488";"0.438";"0.1956"
"2800";"ILMN_1815345";"EIF3J";" 8.65";" 7.57";" 1.0829";"0.233860";"0.17821";"0.29402";"0.1210";"0.3825";"0.438";"0.0588"
"2801";"ILMN_1652223";"WDR91";" 6.20";" 6.79";"-0.5945";"0.128866";"0.10493";"0.16619";"0.1558";"0.3371";"0.438";"0.0694"
"2802";"ILMN_1863592";"";" 5.51";" 5.04";" 0.4748";"0.129764";"0.10255";"0.16540";"0.3721";"0.0257";"0.438";"0.1647"
"2803";"ILMN_2281128";"PSMD10";" 7.71";" 7.48";" 0.2295";"0.022727";"0.05692";"0.06129";"0.4226";"0.0688";"0.437";"0.0712"
"2804";"ILMN_1769412";"RAPGEF1";" 9.28";"10.01";"-0.7333";"0.228372";"0.09576";"0.24764";"0.1082";"0.3157";"0.437";"0.1390"
"2805";"ILMN_1753782";"ZNF266";" 7.27";" 7.48";"-0.2025";"0.077115";"0.02140";"0.08003";"0.1246";"0.0497";"0.437";"0.3887"
"2806";"ILMN_1742827";"EXOC4";" 7.39";" 7.89";"-0.5022";"0.136950";"0.06877";"0.15325";"0.0931";"0.3862";"0.437";"0.0837"
"2807";"ILMN_1722718";"BMP2";" 8.29";" 9.09";"-0.7974";"0.231211";"0.11976";"0.26039";"0.1347";"0.3080";"0.437";"0.1205"
"2808";"ILMN_1765523";"TOLLIP";" 5.70";" 5.95";"-0.2502";"0.072872";"0.05160";"0.08929";"0.3415";"0.0416";"0.436";"0.1808"
"2809";"ILMN_1653283";"APP";" 6.49";" 6.21";" 0.2827";"0.063761";"0.06540";"0.09134";"0.4067";"0.0305";"0.436";"0.1271"
"2810";"ILMN_1737715";"OSR2";" 6.14";" 6.98";"-0.8386";"0.160318";"0.14686";"0.21742";"0.1359";"0.3760";"0.435";"0.0528"
"2811";"ILMN_1709377";"ZNF28";" 5.57";" 5.15";" 0.4208";"0.023946";"0.10525";"0.10794";"0.4200";"0.0845";"0.435";"0.0604"
"2812";"ILMN_1771697";"VRK3";" 8.18";" 8.59";"-0.4149";"0.095117";"0.08898";"0.13025";"0.3178";"0.1333";"0.435";"0.1138"
"2813";"ILMN_1793433";"RAB10";"11.34";"11.02";" 0.3265";"0.121657";"0.04578";"0.12999";"0.1899";"0.0230";"0.435";"0.3525"
"2814";"ILMN_3267670";"LOC100130550";" 7.85";" 6.92";" 0.9358";"0.246352";"0.20297";"0.31919";"0.3630";"0.0514";"0.434";"0.1515"
"2815";"ILMN_1732127";"RBKS";" 7.93";" 8.42";"-0.4976";"0.171010";"0.08493";"0.19094";"0.2507";"0.0544";"0.434";"0.2608"
"2816";"ILMN_2372974";"SIRPA";" 5.41";" 6.40";"-0.9891";"0.297166";"0.16650";"0.34063";"0.1951";"0.2145";"0.434";"0.1564"
"2817";"ILMN_1691131";"LSMD1";" 8.74";" 9.07";"-0.3301";"0.006606";"0.08149";"0.08176";"0.3925";"0.1231";"0.434";"0.0505"
"2818";"ILMN_1657204";"SAE1";"12.42";"12.63";"-0.2107";"0.072970";"0.03612";"0.08142";"0.2561";"0.0416";"0.433";"0.2689"
"2819";"ILMN_1683682";"DAGLA";" 5.86";" 6.38";"-0.5227";"0.093065";"0.11021";"0.14425";"0.2600";"0.2328";"0.433";"0.0743"
"2820";"ILMN_2132982";"IGFBP5";" 5.38";" 6.70";"-1.3122";"0.464794";"0.21035";"0.51018";"0.2267";"0.0547";"0.433";"0.2860"
"2821";"ILMN_1657436";"FGFR1OP2";" 6.75";" 6.20";" 0.5529";"0.116779";"0.12557";"0.17148";"0.3667";"0.0906";"0.432";"0.1103"
"2822";"ILMN_2299843";"ATP5S";" 7.71";" 7.94";"-0.2331";"0.040406";"0.05408";"0.06751";"0.3636";"0.1153";"0.431";"0.0895"
"2823";"ILMN_3202734";"LOC100132742";"12.41";"12.17";" 0.2410";"0.092249";"0.02282";"0.09503";"0.1081";"0.0648";"0.431";"0.3958"
"2824";"ILMN_1659017";"C11orf74";" 6.66";" 6.29";" 0.3683";"0.113415";"0.07279";"0.13476";"0.3163";"0.0535";"0.431";"0.1990"
"2825";"ILMN_2356909";"MOSPD3";" 5.02";" 5.32";"-0.2972";"0.041890";"0.06653";"0.07862";"0.2994";"0.2026";"0.431";"0.0670"
"2826";"ILMN_1813775";"GAK";" 9.75";" 9.95";"-0.2004";"0.074890";"0.02603";"0.07928";"0.1636";"0.0557";"0.430";"0.3502"
"2827";"ILMN_1773567";"LAMA5";"11.60";"11.96";"-0.3509";"0.116710";"0.06129";"0.13182";"0.2499";"0.0886";"0.430";"0.2312"
"2828";"ILMN_2282077";"MIB2";" 7.20";" 7.79";"-0.5904";"0.223854";"0.05888";"0.23147";"0.1117";"0.0878";"0.430";"0.3702"
"2829";"ILMN_2178618";"WDR44";" 6.40";" 5.94";" 0.4591";"0.102451";"0.10542";"0.14700";"0.3891";"0.0592";"0.430";"0.1216"
"2830";"ILMN_1794333";"POU2F1";" 5.61";" 5.00";" 0.6100";"0.229567";"0.07408";"0.24122";"0.1476";"0.0620";"0.430";"0.3605"
"2831";"ILMN_1698225";"MYO5A";" 8.36";" 7.67";" 0.6896";"0.180229";"0.11699";"0.21487";"0.1634";"0.3063";"0.430";"0.1007"
"2832";"ILMN_2366714";"UCRC";" 7.40";" 7.85";"-0.4491";"0.083778";"0.10477";"0.13415";"0.3789";"0.0936";"0.429";"0.0981"
"2833";"ILMN_1913480";"";" 4.79";" 5.04";"-0.2532";"0.059611";"0.05815";"0.08328";"0.4003";"0.0378";"0.429";"0.1325"
"2834";"ILMN_1687768";"NCOA7";"10.12";" 9.17";" 0.9497";"0.079585";"0.17466";"0.19193";"0.1197";"0.4257";"0.429";"0.0254"
"2835";"ILMN_1671791";"PCK2";" 9.66";" 9.91";"-0.2478";"0.032556";"0.05056";"0.06014";"0.2037";"0.3185";"0.429";"0.0487"
"2836";"ILMN_1659923";"GNAQ";" 6.96";" 6.49";" 0.4677";"0.129651";"0.08220";"0.15351";"0.1958";"0.2492";"0.429";"0.1260"
"2837";"ILMN_1727055";"C12orf48";" 8.63";" 7.81";" 0.8203";"0.156490";"0.19773";"0.25216";"0.4273";"0.0364";"0.429";"0.1075"
"2838";"ILMN_1764549";"UBE3A";" 9.53";" 9.00";" 0.5312";"0.135146";"0.11327";"0.17633";"0.3303";"0.1056";"0.428";"0.1357"
"2839";"ILMN_2197365";"RGS2";"12.36";"11.60";" 0.7563";"0.209693";"0.12456";"0.24390";"0.1608";"0.2961";"0.428";"0.1147"
"2840";"ILMN_1856238";"";" 5.54";" 5.11";" 0.4360";"0.066121";"0.10702";"0.12580";"0.4256";"0.0574";"0.428";"0.0889"
"2841";"ILMN_1737205";"MCM4";"11.44";"11.71";"-0.2652";"0.093048";"0.04379";"0.10284";"0.2367";"0.0596";"0.428";"0.2755"
"2842";"ILMN_1672122";"P4HTM";" 7.65";" 8.02";"-0.3625";"0.125946";"0.04778";"0.13471";"0.1396";"0.1971";"0.428";"0.2354"
"2843";"ILMN_1810334";"COMMD7";" 8.25";" 9.00";"-0.7496";"0.253941";"0.10109";"0.27332";"0.1380";"0.2247";"0.428";"0.2095"
"2844";"ILMN_1690524";"VAMP7";" 9.60";" 9.07";" 0.5339";"0.115010";"0.12421";"0.16928";"0.3974";"0.0573";"0.428";"0.1175"
"2845";"ILMN_1680860";"LEMD2";" 7.44";" 7.77";"-0.3261";"0.124981";"0.03776";"0.13056";"0.1428";"0.0302";"0.428";"0.3992"
"2846";"ILMN_2195482";"CACNB3";" 7.88";" 8.50";"-0.6207";"0.182257";"0.09044";"0.20346";"0.1241";"0.3290";"0.428";"0.1193"
"2847";"ILMN_1665559";"CDK2";"10.38";"10.73";"-0.3565";"0.134726";"0.04763";"0.14290";"0.1760";"0.0249";"0.428";"0.3715"
"2848";"ILMN_1698732";"PALLD";" 8.68";" 9.04";"-0.3591";"0.122382";"0.05320";"0.13344";"0.1728";"0.1713";"0.428";"0.2283"
"2849";"ILMN_1804652";"PLEKHH3";" 8.97";" 9.41";"-0.4359";"0.089441";"0.07724";"0.11818";"0.1472";"0.3642";"0.427";"0.0610"
"2850";"ILMN_1798728";"C19orf2";"11.29";"10.90";" 0.3925";"0.072412";"0.08771";"0.11374";"0.3221";"0.1630";"0.427";"0.0877"
"2851";"ILMN_1795964";"UBR1";" 6.04";" 5.51";" 0.5263";"0.023786";"0.10119";"0.10395";"0.1378";"0.4114";"0.427";"0.0237"
"2852";"ILMN_2182531";"C18orf55";"10.87";"10.40";" 0.4728";"0.163534";"0.07011";"0.17793";"0.1782";"0.1512";"0.427";"0.2439"
"2853";"ILMN_2323418";"KRIT1";" 6.38";" 5.87";" 0.5122";"0.080053";"0.12451";"0.14803";"0.4114";"0.0747";"0.425";"0.0886"
"2854";"ILMN_1747934";"ISYNA1";" 8.37";" 8.85";"-0.4790";"0.158754";"0.09034";"0.18266";"0.3005";"0.0369";"0.425";"0.2379"
"2855";"ILMN_3241169";"C3orf75";" 8.09";" 8.48";"-0.3870";"0.023221";"0.09076";"0.09368";"0.3197";"0.2066";"0.424";"0.0493"
"2856";"ILMN_2140700";"CRIPAK";" 5.49";" 5.25";" 0.2372";"0.057756";"0.05335";"0.07863";"0.3771";"0.0645";"0.424";"0.1342"
"2857";"ILMN_1793632";"TMEM222";" 6.84";" 7.12";"-0.2826";"0.100407";"0.04961";"0.11199";"0.2775";"0.2819";"0.424";"0.0164"
"2858";"ILMN_1756261";"GPR143";" 4.81";" 5.34";"-0.5235";"0.050302";"0.11934";"0.12951";"0.2958";"0.2521";"0.424";"0.0282"
"2859";"ILMN_1684306";"S100A4";" 5.01";" 5.40";"-0.3840";"0.032507";"0.08438";"0.09043";"0.2519";"0.2988";"0.424";"0.0252"
"2860";"ILMN_1702787";"SEMA4A";" 6.99";" 7.59";"-0.5916";"0.202316";"0.09433";"0.22322";"0.2054";"0.1308";"0.424";"0.2400"
"2861";"ILMN_1712687";"PAK2";" 8.41";" 8.08";" 0.3340";"0.090782";"0.04755";"0.10248";"0.1003";"0.3909";"0.423";"0.0852"
"2862";"ILMN_2175465";"RSL24D1";"11.26";"10.75";" 0.5082";"0.140251";"0.10597";"0.17579";"0.3254";"0.0961";"0.423";"0.1554"
"2863";"ILMN_1781001";"SOCS3";" 5.03";" 4.92";" 0.1164";"0.008393";"0.02817";"0.02940";"0.3635";"0.1565";"0.423";"0.0569"
"2864";"ILMN_1662417";"LRPPRC";" 9.07";" 8.39";" 0.6855";"0.077906";"0.15074";"0.16968";"0.2620";"0.2621";"0.423";"0.0533"
"2865";"ILMN_1795383";"RPUSD3";" 7.27";" 7.66";"-0.3812";"0.104278";"0.06066";"0.12064";"0.1401";"0.3349";"0.422";"0.1028"
"2866";"ILMN_2221673";"ASNSD1";" 9.17";" 8.11";" 1.0625";"0.161193";"0.25347";"0.30038";"0.3783";"0.1181";"0.422";"0.0819"
"2867";"ILMN_2400183";"DPH5";" 7.69";" 8.06";"-0.3663";"0.114864";"0.07711";"0.13835";"0.3778";"0.1773";"0.422";"0.0233"
"2868";"ILMN_3239113";"LOC144438";" 8.11";" 7.65";" 0.4638";"0.091876";"0.10122";"0.13670";"0.3013";"0.1870";"0.421";"0.0904"
"2869";"ILMN_1741985";"BBS10";" 5.83";" 5.08";" 0.7505";"0.189578";"0.16674";"0.25247";"0.3689";"0.0697";"0.421";"0.1401"
"2870";"ILMN_1789243";"VPS33B";" 7.84";" 8.21";"-0.3732";"0.083637";"0.07019";"0.10919";"0.1930";"0.3038";"0.421";"0.0819"
"2871";"ILMN_1758728";"FANCG";" 9.38";" 9.93";"-0.5412";"0.176950";"0.08029";"0.19432";"0.1571";"0.2348";"0.421";"0.1869"
"2872";"ILMN_1656638";"BHMT";" 5.31";" 5.65";"-0.3358";"0.041347";"0.07800";"0.08828";"0.3271";"0.2232";"0.421";"0.0288"
"2873";"ILMN_1656691";"FBXO4";" 5.25";" 5.68";"-0.4334";"0.091609";"0.09660";"0.13313";"0.3348";"0.1406";"0.421";"0.1037"
"2874";"ILMN_1793673";"ZNF766";" 6.91";" 6.32";" 0.5843";"0.180295";"0.10238";"0.20733";"0.2202";"0.1853";"0.421";"0.1735"
"2875";"ILMN_1703379";"VPS41";" 9.96";" 9.34";" 0.6186";"0.063642";"0.15281";"0.16553";"0.4022";"0.1079";"0.421";"0.0691"
"2876";"ILMN_1732725";"SAPS3";" 7.89";" 7.52";" 0.3708";"0.008275";"0.08137";"0.08179";"0.2371";"0.3134";"0.421";"0.0289"
"2877";"ILMN_1749218";"TOPORS";" 7.23";" 6.63";" 0.6011";"0.164410";"0.12986";"0.20951";"0.3581";"0.0629";"0.420";"0.1586"
"2878";"ILMN_3280847";"LOC651697";"10.38";"10.10";" 0.2841";"0.094533";"0.04833";"0.10617";"0.2281";"0.1297";"0.420";"0.2220"
"2879";"ILMN_1663351";"SLC2A10";" 7.36";" 7.98";"-0.6244";"0.214134";"0.08436";"0.23015";"0.1399";"0.2216";"0.420";"0.2188"
"2880";"ILMN_2173004";"RAB8B";" 7.35";" 6.67";" 0.6863";"0.200416";"0.14707";"0.24859";"0.3690";"0.0290";"0.419";"0.1827"
"2881";"ILMN_1681798";"SEPT6";" 4.85";" 5.38";"-0.5346";"0.142711";"0.07620";"0.16178";"0.0965";"0.4051";"0.419";"0.0791"
"2882";"ILMN_1654516";"TMEM120A";" 5.59";" 5.85";"-0.2615";"0.011852";"0.06559";"0.06665";"0.4055";"0.1201";"0.418";"0.0560"
"2883";"ILMN_1718646";"MMP15";" 5.56";" 5.90";"-0.3421";"0.020018";"0.08578";"0.08808";"0.4076";"0.1333";"0.418";"0.0410"
"2884";"ILMN_1715543";"ACOT1";" 6.67";" 7.60";"-0.9379";"0.234780";"0.17970";"0.29566";"0.2244";"0.2506";"0.418";"0.1073"
"2885";"ILMN_2082489";"PRMT7";" 6.25";" 6.75";"-0.4945";"0.054187";"0.10972";"0.12237";"0.2665";"0.2634";"0.417";"0.0528"
"2886";"ILMN_2098446";"PMAIP1";" 8.07";" 7.29";" 0.7748";"0.252900";"0.13643";"0.28735";"0.2403";"0.1323";"0.417";"0.2104"
"2887";"ILMN_2087989";"ZFAND1";" 6.95";" 6.39";" 0.5643";"0.208055";"0.08825";"0.22600";"0.2236";"0.0314";"0.417";"0.3282"
"2888";"ILMN_1715189";"LHX6";" 7.68";" 8.10";"-0.4126";"0.144245";"0.05346";"0.15383";"0.1332";"0.2154";"0.417";"0.2347"
"2889";"ILMN_1653793";"PDPK1";" 6.59";" 6.74";"-0.1527";"0.049700";"0.03027";"0.05819";"0.3290";"0.0267";"0.416";"0.2278"
"2890";"ILMN_1750079";"PURB";" 8.89";" 8.32";" 0.5717";"0.099387";"0.13639";"0.16876";"0.3881";"0.1033";"0.416";"0.0922"
"2891";"ILMN_1755391";"ARL2BP";"10.61";"10.85";"-0.2322";"0.042419";"0.04201";"0.05970";"0.1421";"0.3915";"0.416";"0.0506"
"2892";"ILMN_1667813";"LOC648000";"13.60";"13.30";" 0.3081";"0.061226";"0.07354";"0.09569";"0.4064";"0.0708";"0.415";"0.1073"
"2893";"ILMN_1785252";"SLC26A6";" 8.33";" 8.69";"-0.3637";"0.091943";"0.06958";"0.11531";"0.2241";"0.2517";"0.415";"0.1089"
"2894";"ILMN_2356672";"EIF2B4";" 9.49";" 9.67";"-0.1785";"0.067969";"0.02482";"0.07236";"0.1876";"0.0204";"0.415";"0.3774"
"2895";"ILMN_1691425";"LDOC1L";" 8.47";" 8.91";"-0.4380";"0.155208";"0.05913";"0.16609";"0.1490";"0.1810";"0.415";"0.2554"
"2896";"ILMN_2206126";"RAET1L";" 5.35";" 5.68";"-0.3258";"0.068854";"0.07759";"0.10373";"0.4129";"0.1428";"0.415";"0.0297"
"2897";"ILMN_2333440";"TM9SF1";" 6.48";" 6.96";"-0.4834";"0.184162";"0.06556";"0.19548";"0.1791";"0.0290";"0.415";"0.3772"
"2898";"ILMN_1743806";"MIF4GD";" 8.54";" 8.85";"-0.3031";"0.104557";"0.05628";"0.11874";"0.2978";"0.0235";"0.414";"0.2643"
"2899";"ILMN_1720088";"SFRS12";" 7.22";" 6.20";" 1.0239";"0.234800";"0.23911";"0.33512";"0.4022";"0.0577";"0.414";"0.1259"
"2900";"ILMN_1710150";"EED";" 7.36";" 6.87";" 0.4929";"0.127616";"0.07986";"0.15055";"0.1344";"0.3646";"0.414";"0.0873"
"2901";"ILMN_1699015";"H3F3A";"12.59";"12.78";"-0.1930";"0.059067";"0.02946";"0.06601";"0.1468";"0.2959";"0.414";"0.1435"
"2902";"ILMN_1793549";"PTPN4";" 7.66";" 7.14";" 0.5193";"0.059681";"0.12785";"0.14109";"0.3956";"0.1198";"0.413";"0.0713"
"2903";"ILMN_1752111";"SMARCAL1";" 6.69";" 7.05";"-0.3597";"0.081056";"0.06885";"0.10635";"0.2018";"0.3014";"0.413";"0.0841"
"2904";"ILMN_1797875";"ALOX5AP";" 5.75";" 7.12";"-1.3749";"0.419110";"0.20258";"0.46550";"0.1321";"0.3205";"0.412";"0.1353"
"2905";"ILMN_2103685";"DEPDC1B";" 9.10";" 8.36";" 0.7473";"0.275121";"0.09903";"0.29240";"0.1563";"0.1232";"0.412";"0.3089"
"2906";"ILMN_1783120";"SLMAP";"10.48";" 9.49";" 0.9934";"0.280433";"0.18347";"0.33512";"0.2233";"0.2289";"0.411";"0.1365"
"2907";"ILMN_1735157";"GALNT12";" 9.31";" 9.51";"-0.2040";"0.057665";"0.04449";"0.07283";"0.3700";"0.0505";"0.411";"0.1689"
"2908";"ILMN_1669715";"LOC285407";" 5.00";" 5.37";"-0.3679";"0.010949";"0.09163";"0.09229";"0.3852";"0.1536";"0.410";"0.0508"
"2909";"ILMN_1806733";"COL18A1";" 5.81";" 6.35";"-0.5352";"0.176119";"0.10644";"0.20578";"0.3310";"0.0272";"0.409";"0.2325"
"2910";"ILMN_3290298";"LOC439953";"11.67";"11.89";"-0.2160";"0.058530";"0.03891";"0.07029";"0.1963";"0.2777";"0.409";"0.1168"
"2911";"ILMN_1795285";"PHF15";" 7.49";" 7.80";"-0.3068";"0.061069";"0.06248";"0.08737";"0.2288";"0.3446";"0.409";"0.0175"
"2912";"ILMN_1676393";"ATP5G1";"11.62";"11.86";"-0.2335";"0.030292";"0.05470";"0.06253";"0.3315";"0.2311";"0.409";"0.0286"
"2913";"ILMN_3236481";"LOC100129086";" 9.08";" 8.47";" 0.6172";"0.187715";"0.08366";"0.20551";"0.1051";"0.3655";"0.408";"0.1211"
"2914";"ILMN_1815733";"EIF5";" 8.81";" 8.35";" 0.4632";"0.033282";"0.10695";"0.11201";"0.2920";"0.2521";"0.408";"0.0478"
"2915";"ILMN_1731699";"RAB15";" 5.90";" 6.44";"-0.5367";"0.123881";"0.11052";"0.16601";"0.2610";"0.2306";"0.408";"0.1004"
"2916";"ILMN_2106818";"MBIP";" 8.93";" 8.39";" 0.5373";"0.161386";"0.11226";"0.19659";"0.3418";"0.0649";"0.408";"0.1856"
"2917";"ILMN_1819608";"";" 5.50";" 6.48";"-0.9784";"0.288796";"0.17785";"0.33917";"0.2230";"0.2180";"0.408";"0.1514"
"2918";"ILMN_1728662";"ALDH3B1";" 5.95";" 7.03";"-1.0853";"0.322604";"0.21360";"0.38691";"0.2834";"0.1407";"0.407";"0.1690"
"2919";"ILMN_2408851";"ARHGAP30";" 6.46";" 6.09";" 0.3697";"0.066590";"0.07489";"0.10021";"0.2117";"0.3170";"0.407";"0.0644"
"2920";"ILMN_1748323";"CXCL14";" 6.05";" 7.79";"-1.7484";"0.281473";"0.35557";"0.45349";"0.2043";"0.3327";"0.407";"0.0563"
"2921";"ILMN_1676523";"CCDC91";" 7.99";" 7.08";" 0.9162";"0.305211";"0.15671";"0.34309";"0.2243";"0.1526";"0.406";"0.2166"
"2922";"ILMN_1785161";"CHCHD6";" 7.77";" 8.15";"-0.3829";"0.134416";"0.06954";"0.15134";"0.2835";"0.0366";"0.406";"0.2736"
"2923";"ILMN_1706498";"DSE";" 7.05";" 7.47";"-0.4154";"0.137451";"0.07780";"0.15794";"0.2814";"0.0872";"0.406";"0.2251"
"2924";"ILMN_2391141";"UBE3A";" 9.18";" 8.57";" 0.6100";"0.136878";"0.13619";"0.19309";"0.3353";"0.1487";"0.406";"0.1102"
"2925";"ILMN_1676665";"CUEDC1";" 8.96";" 9.33";"-0.3672";"0.006859";"0.09147";"0.09173";"0.3797";"0.1719";"0.405";"0.0430"
"2926";"ILMN_1803124";"BIRC5";" 6.09";" 6.42";"-0.3346";"0.107376";"0.06867";"0.12746";"0.3466";"0.0299";"0.405";"0.2182"
"2927";"ILMN_2326997";"DHPS";" 9.54";" 9.73";"-0.1893";"0.032951";"0.04508";"0.05584";"0.3751";"0.1304";"0.405";"0.0894"
"2928";"ILMN_2359601";"CAMK2G";" 6.47";" 6.90";"-0.4259";"0.082152";"0.10192";"0.13091";"0.3951";"0.0985";"0.405";"0.1014"
"2929";"ILMN_2070210";"RNF219";" 8.17";" 7.38";" 0.7904";"0.287192";"0.13288";"0.31644";"0.2485";"0.0427";"0.405";"0.3042"
"2930";"ILMN_2403946";"FEZ2";" 9.41";" 9.05";" 0.3618";"0.064127";"0.07280";"0.09702";"0.2034";"0.3309";"0.404";"0.0616"
"2931";"ILMN_2409220";"HMMR";" 9.32";" 8.39";" 0.9345";"0.299896";"0.18852";"0.35423";"0.3295";"0.0519";"0.404";"0.2146"
"2932";"ILMN_3283015";"LOC100133185";" 9.43";" 8.76";" 0.6668";"0.185975";"0.12109";"0.22192";"0.2054";"0.2639";"0.404";"0.1266"
"2933";"ILMN_1734880";"LOC644128";" 6.21";" 5.35";" 0.8586";"0.271244";"0.16782";"0.31896";"0.2958";"0.1016";"0.404";"0.1991"
"2934";"ILMN_1653266";"DNAJB14";" 7.94";" 7.09";" 0.8480";"0.254924";"0.17833";"0.31111";"0.3446";"0.0675";"0.403";"0.1850"
"2935";"ILMN_2204876";"FLVCR2";" 5.89";" 6.31";"-0.4196";"0.025214";"0.08925";"0.09274";"0.2038";"0.3589";"0.403";"0.0344"
"2936";"ILMN_1710738";"RC3H2";" 8.48";" 8.16";" 0.3190";"0.092964";"0.06909";"0.11582";"0.3649";"0.0557";"0.403";"0.1766"
"2937";"ILMN_1789999";"SLC30A7";" 7.96";" 6.99";" 0.9676";"0.244631";"0.20723";"0.32061";"0.3133";"0.1577";"0.402";"0.1267"
"2938";"ILMN_1765363";"DSC3";" 9.99";" 9.47";" 0.5170";"0.012931";"0.12244";"0.12312";"0.3095";"0.2466";"0.402";"0.0418"
"2939";"ILMN_3275936";"LOC100133277";" 8.62";" 7.82";" 0.8035";"0.293989";"0.11276";"0.31487";"0.1685";"0.1334";"0.402";"0.2962"
"2940";"ILMN_1793386";"MED12";" 5.97";" 6.36";"-0.3897";"0.077026";"0.09281";"0.12061";"0.3887";"0.1816";"0.401";"0.0287"
"2941";"ILMN_3256184";"LOC100128498";" 5.22";" 5.00";" 0.2187";"0.084164";"0.03083";"0.08963";"0.1910";"0.0215";"0.401";"0.3867"
"2942";"ILMN_2406313";"RBCK1";" 7.79";" 8.15";"-0.3613";"0.079306";"0.08029";"0.11286";"0.3219";"0.1733";"0.401";"0.1041"
"2943";"ILMN_1733333";"CALML3";"11.42";"11.82";"-0.3991";"0.148407";"0.05979";"0.16000";"0.1995";"0.0744";"0.401";"0.3256"
"2944";"ILMN_1744210";"SDHA";"10.38";"10.97";"-0.5944";"0.204271";"0.09447";"0.22506";"0.1942";"0.1746";"0.400";"0.2310"
"2945";"ILMN_3251560";"TMEM167A";" 9.66";" 8.63";" 1.0243";"0.312968";"0.14855";"0.34643";"0.1236";"0.3459";"0.400";"0.1303"
"2946";"ILMN_1663416";"LOC642250";"13.18";"12.93";" 0.2553";"0.092471";"0.04237";"0.10171";"0.2369";"0.0677";"0.400";"0.2953"
"2947";"ILMN_1807283";"NDST1";" 6.63";" 7.10";"-0.4748";"0.077623";"0.11152";"0.13588";"0.3461";"0.1735";"0.400";"0.0803"
"2948";"ILMN_3236346";"LOC100132901";" 7.40";" 6.56";" 0.8439";"0.230406";"0.16501";"0.28340";"0.2496";"0.2192";"0.400";"0.1312"
"2949";"ILMN_3275275";"LOC727962";" 5.94";" 5.31";" 0.6342";"0.166683";"0.14215";"0.21907";"0.3704";"0.0840";"0.400";"0.1457"
"2950";"ILMN_1786433";"BCCIP";" 8.36";" 7.42";" 0.9362";"0.298196";"0.16647";"0.34152";"0.2279";"0.1863";"0.400";"0.1863"
"2951";"ILMN_1739942";"FAM117B";" 8.00";" 7.28";" 0.7220";"0.275589";"0.10384";"0.29450";"0.1939";"0.0384";"0.399";"0.3686"
"2952";"ILMN_3300358";"ZNF84";" 4.91";" 5.19";"-0.2763";"0.086970";"0.04585";"0.09832";"0.1854";"0.2481";"0.399";"0.1674"
"2953";"ILMN_1659106";"PHLDA3";" 8.19";" 8.77";"-0.5748";"0.179931";"0.08180";"0.19765";"0.1230";"0.3372";"0.399";"0.1411"
"2954";"ILMN_3282983";"LOC100132992";"11.29";"11.09";" 0.2026";"0.007348";"0.04750";"0.04806";"0.2957";"0.2638";"0.399";"0.0419"
"2955";"ILMN_1681324";"MRPL49";" 8.26";" 8.71";"-0.4514";"0.057410";"0.10693";"0.12137";"0.3357";"0.1995";"0.398";"0.0664"
"2956";"ILMN_2350183";"ST5";" 6.13";" 6.49";"-0.3686";"0.100749";"0.07280";"0.12430";"0.2566";"0.3282";"0.398";"0.0171"
"2957";"ILMN_1661485";"RBM34";" 8.95";" 8.51";" 0.4424";"0.098191";"0.09762";"0.13846";"0.3138";"0.1848";"0.398";"0.1038"
"2958";"ILMN_1821517";"";"12.83";"13.09";"-0.2659";"0.081092";"0.05849";"0.09999";"0.3927";"0.1854";"0.398";"0.0244"
"2959";"ILMN_1777322";"FAM91A1";" 8.00";" 7.11";" 0.8883";"0.308246";"0.14413";"0.34028";"0.2062";"0.1551";"0.397";"0.2417"
"2960";"ILMN_1659953";"SEPT3";" 6.32";" 7.05";"-0.7357";"0.219705";"0.12538";"0.25296";"0.1833";"0.2775";"0.397";"0.1422"
"2961";"ILMN_3281365";"LOC100131767";" 5.10";" 5.56";"-0.4608";"0.152531";"0.08108";"0.17274";"0.2331";"0.1598";"0.397";"0.2105"
